"GEOID","NAME","year","variable","education_level","estimate","moe"
"01","Alabama",2005,"B20004_002","Less than high school",17260,554
"01","Alabama",2005,"B20004_003","High school graduate",22223,392
"01","Alabama",2005,"B20004_004","Some college or associate's",27539,664
"01","Alabama",2005,"B20004_005","Bachelor's degree",40842,683
"01","Alabama",2005,"B20004_006","Graduate or professional degree",48502,1876
"02","Alaska",2005,"B20004_002","Less than high school",20842,2293
"02","Alaska",2005,"B20004_003","High school graduate",28717,1987
"02","Alaska",2005,"B20004_004","Some college or associate's",35517,889
"02","Alaska",2005,"B20004_005","Bachelor's degree",45875,1372
"02","Alaska",2005,"B20004_006","Graduate or professional degree",60823,2605
"04","Arizona",2005,"B20004_002","Less than high school",18223,657
"04","Arizona",2005,"B20004_003","High school graduate",25621,376
"04","Arizona",2005,"B20004_004","Some college or associate's",32074,397
"04","Arizona",2005,"B20004_005","Bachelor's degree",42399,843
"04","Arizona",2005,"B20004_006","Graduate or professional degree",51534,858
"05","Arkansas",2005,"B20004_002","Less than high school",16641,499
"05","Arkansas",2005,"B20004_003","High school graduate",22241,414
"05","Arkansas",2005,"B20004_004","Some college or associate's",26462,559
"05","Arkansas",2005,"B20004_005","Bachelor's degree",37918,1470
"05","Arkansas",2005,"B20004_006","Graduate or professional degree",46148,1668
"06","California",2005,"B20004_002","Less than high school",18163,258
"06","California",2005,"B20004_003","High school graduate",27217,251
"06","California",2005,"B20004_004","Some college or associate's",35861,227
"06","California",2005,"B20004_005","Bachelor's degree",50388,261
"06","California",2005,"B20004_006","Graduate or professional degree",67740,1088
"08","Colorado",2005,"B20004_002","Less than high school",20575,606
"08","Colorado",2005,"B20004_003","High school graduate",26649,522
"08","Colorado",2005,"B20004_004","Some college or associate's",31974,326
"08","Colorado",2005,"B20004_005","Bachelor's degree",41987,499
"08","Colorado",2005,"B20004_006","Graduate or professional degree",54953,1980
"09","Connecticut",2005,"B20004_002","Less than high school",22483,1030
"09","Connecticut",2005,"B20004_003","High school graduate",31475,418
"09","Connecticut",2005,"B20004_004","Some college or associate's",37263,726
"09","Connecticut",2005,"B20004_005","Bachelor's degree",51778,574
"09","Connecticut",2005,"B20004_006","Graduate or professional degree",67476,1931
"10","Delaware",2005,"B20004_002","Less than high school",21102,1672
"10","Delaware",2005,"B20004_003","High school graduate",29069,1154
"10","Delaware",2005,"B20004_004","Some college or associate's",35644,1053
"10","Delaware",2005,"B20004_005","Bachelor's degree",45020,2804
"10","Delaware",2005,"B20004_006","Graduate or professional degree",60496,2415
"11","District of Columbia",2005,"B20004_002","Less than high school",20287,1368
"11","District of Columbia",2005,"B20004_003","High school graduate",25646,1355
"11","District of Columbia",2005,"B20004_004","Some college or associate's",33065,3506
"11","District of Columbia",2005,"B20004_005","Bachelor's degree",49246,2728
"11","District of Columbia",2005,"B20004_006","Graduate or professional degree",69567,4308
"12","Florida",2005,"B20004_002","Less than high school",17455,293
"12","Florida",2005,"B20004_003","High school graduate",24390,317
"12","Florida",2005,"B20004_004","Some college or associate's",30564,207
"12","Florida",2005,"B20004_005","Bachelor's degree",40851,344
"12","Florida",2005,"B20004_006","Graduate or professional degree",52448,797
"13","Georgia",2005,"B20004_002","Less than high school",19367,673
"13","Georgia",2005,"B20004_003","High school graduate",25538,326
"13","Georgia",2005,"B20004_004","Some college or associate's",31653,292
"13","Georgia",2005,"B20004_005","Bachelor's degree",45335,593
"13","Georgia",2005,"B20004_006","Graduate or professional degree",54563,1495
"15","Hawaii",2005,"B20004_002","Less than high school",21448,1120
"15","Hawaii",2005,"B20004_003","High school graduate",26717,644
"15","Hawaii",2005,"B20004_004","Some college or associate's",32870,1279
"15","Hawaii",2005,"B20004_005","Bachelor's degree",40991,803
"15","Hawaii",2005,"B20004_006","Graduate or professional degree",52799,3091
"16","Idaho",2005,"B20004_002","Less than high school",16286,884
"16","Idaho",2005,"B20004_003","High school graduate",22948,1061
"16","Idaho",2005,"B20004_004","Some college or associate's",26026,722
"16","Idaho",2005,"B20004_005","Bachelor's degree",36915,1279
"16","Idaho",2005,"B20004_006","Graduate or professional degree",49682,1935
"17","Illinois",2005,"B20004_002","Less than high school",19985,485
"17","Illinois",2005,"B20004_003","High school graduate",27040,276
"17","Illinois",2005,"B20004_004","Some college or associate's",32485,437
"17","Illinois",2005,"B20004_005","Bachelor's degree",45544,510
"17","Illinois",2005,"B20004_006","Graduate or professional degree",60081,739
"18","Indiana",2005,"B20004_002","Less than high school",18901,737
"18","Indiana",2005,"B20004_003","High school graduate",26298,253
"18","Indiana",2005,"B20004_004","Some college or associate's",31133,360
"18","Indiana",2005,"B20004_005","Bachelor's degree",42300,710
"18","Indiana",2005,"B20004_006","Graduate or professional degree",52079,643
"19","Iowa",2005,"B20004_002","Less than high school",18867,1036
"19","Iowa",2005,"B20004_003","High school graduate",25449,440
"19","Iowa",2005,"B20004_004","Some college or associate's",29033,552
"19","Iowa",2005,"B20004_005","Bachelor's degree",38430,910
"19","Iowa",2005,"B20004_006","Graduate or professional degree",50938,1001
"20","Kansas",2005,"B20004_002","Less than high school",19062,1241
"20","Kansas",2005,"B20004_003","High school graduate",24189,646
"20","Kansas",2005,"B20004_004","Some college or associate's",28443,832
"20","Kansas",2005,"B20004_005","Bachelor's degree",38562,1430
"20","Kansas",2005,"B20004_006","Graduate or professional degree",48187,1941
"21","Kentucky",2005,"B20004_002","Less than high school",17127,627
"21","Kentucky",2005,"B20004_003","High school graduate",24118,549
"21","Kentucky",2005,"B20004_004","Some college or associate's",29427,684
"21","Kentucky",2005,"B20004_005","Bachelor's degree",39570,1151
"21","Kentucky",2005,"B20004_006","Graduate or professional degree",46363,1033
"22","Louisiana",2005,"B20004_002","Less than high school",15906,508
"22","Louisiana",2005,"B20004_003","High school graduate",23616,662
"22","Louisiana",2005,"B20004_004","Some college or associate's",27934,765
"22","Louisiana",2005,"B20004_005","Bachelor's degree",38077,1041
"22","Louisiana",2005,"B20004_006","Graduate or professional degree",49947,1728
"23","Maine",2005,"B20004_002","Less than high school",17750,1550
"23","Maine",2005,"B20004_003","High school graduate",24464,687
"23","Maine",2005,"B20004_004","Some college or associate's",28681,969
"23","Maine",2005,"B20004_005","Bachelor's degree",36190,1010
"23","Maine",2005,"B20004_006","Graduate or professional degree",46618,1666
"24","Maryland",2005,"B20004_002","Less than high school",22310,766
"24","Maryland",2005,"B20004_003","High school graduate",30918,356
"24","Maryland",2005,"B20004_004","Some college or associate's",38342,819
"24","Maryland",2005,"B20004_005","Bachelor's degree",51239,493
"24","Maryland",2005,"B20004_006","Graduate or professional degree",67578,1900
"25","Massachusetts",2005,"B20004_002","Less than high school",22145,797
"25","Massachusetts",2005,"B20004_003","High school graduate",30513,420
"25","Massachusetts",2005,"B20004_004","Some college or associate's",35184,564
"25","Massachusetts",2005,"B20004_005","Bachelor's degree",48983,1570
"25","Massachusetts",2005,"B20004_006","Graduate or professional degree",61548,685
"26","Michigan",2005,"B20004_002","Less than high school",19091,745
"26","Michigan",2005,"B20004_003","High school graduate",26095,332
"26","Michigan",2005,"B20004_004","Some college or associate's",32175,275
"26","Michigan",2005,"B20004_005","Bachelor's degree",45928,556
"26","Michigan",2005,"B20004_006","Graduate or professional degree",61749,713
"27","Minnesota",2005,"B20004_002","Less than high school",19797,908
"27","Minnesota",2005,"B20004_003","High school graduate",27330,371
"27","Minnesota",2005,"B20004_004","Some college or associate's",32462,406
"27","Minnesota",2005,"B20004_005","Bachelor's degree",44010,999
"27","Minnesota",2005,"B20004_006","Graduate or professional degree",57196,1197
"28","Mississippi",2005,"B20004_002","Less than high school",16966,694
"28","Mississippi",2005,"B20004_003","High school graduate",21631,388
"28","Mississippi",2005,"B20004_004","Some college or associate's",26160,682
"28","Mississippi",2005,"B20004_005","Bachelor's degree",35979,794
"28","Mississippi",2005,"B20004_006","Graduate or professional degree",44275,1878
"29","Missouri",2005,"B20004_002","Less than high school",17949,938
"29","Missouri",2005,"B20004_003","High school graduate",24590,396
"29","Missouri",2005,"B20004_004","Some college or associate's",29771,527
"29","Missouri",2005,"B20004_005","Bachelor's degree",40097,682
"29","Missouri",2005,"B20004_006","Graduate or professional degree",50285,865
"30","Montana",2005,"B20004_002","Less than high school",15297,1988
"30","Montana",2005,"B20004_003","High school graduate",21634,659
"30","Montana",2005,"B20004_004","Some college or associate's",23611,918
"30","Montana",2005,"B20004_005","Bachelor's degree",31424,1133
"30","Montana",2005,"B20004_006","Graduate or professional degree",43948,2893
"31","Nebraska",2005,"B20004_002","Less than high school",19523,1226
"31","Nebraska",2005,"B20004_003","High school graduate",23731,514
"31","Nebraska",2005,"B20004_004","Some college or associate's",27611,726
"31","Nebraska",2005,"B20004_005","Bachelor's degree",37103,678
"31","Nebraska",2005,"B20004_006","Graduate or professional degree",49650,1808
"32","Nevada",2005,"B20004_002","Less than high school",21905,519
"32","Nevada",2005,"B20004_003","High school graduate",27641,786
"32","Nevada",2005,"B20004_004","Some college or associate's",32855,969
"32","Nevada",2005,"B20004_005","Bachelor's degree",42946,2229
"32","Nevada",2005,"B20004_006","Graduate or professional degree",54152,2187
"33","New Hampshire",2005,"B20004_002","Less than high school",24099,2452
"33","New Hampshire",2005,"B20004_003","High school graduate",30525,636
"33","New Hampshire",2005,"B20004_004","Some college or associate's",32354,858
"33","New Hampshire",2005,"B20004_005","Bachelor's degree",43650,2054
"33","New Hampshire",2005,"B20004_006","Graduate or professional degree",55705,2023
"34","New Jersey",2005,"B20004_002","Less than high school",21333,515
"34","New Jersey",2005,"B20004_003","High school graduate",31308,339
"34","New Jersey",2005,"B20004_004","Some college or associate's",38622,848
"34","New Jersey",2005,"B20004_005","Bachelor's degree",52110,452
"34","New Jersey",2005,"B20004_006","Graduate or professional degree",71926,847
"35","New Mexico",2005,"B20004_002","Less than high school",15003,840
"35","New Mexico",2005,"B20004_003","High school graduate",22447,736
"35","New Mexico",2005,"B20004_004","Some college or associate's",26744,820
"35","New Mexico",2005,"B20004_005","Bachelor's degree",37698,1281
"35","New Mexico",2005,"B20004_006","Graduate or professional degree",49677,2794
"36","New York",2005,"B20004_002","Less than high school",19285,467
"36","New York",2005,"B20004_003","High school graduate",27404,244
"36","New York",2005,"B20004_004","Some college or associate's",33151,386
"36","New York",2005,"B20004_005","Bachelor's degree",47115,482
"36","New York",2005,"B20004_006","Graduate or professional degree",60669,452
"37","North Carolina",2005,"B20004_002","Less than high school",17546,430
"37","North Carolina",2005,"B20004_003","High school graduate",23585,350
"37","North Carolina",2005,"B20004_004","Some college or associate's",28193,453
"37","North Carolina",2005,"B20004_005","Bachelor's degree",40554,371
"37","North Carolina",2005,"B20004_006","Graduate or professional degree",52058,758
"38","North Dakota",2005,"B20004_002","Less than high school",18677,2071
"38","North Dakota",2005,"B20004_003","High school graduate",22890,915
"38","North Dakota",2005,"B20004_004","Some college or associate's",26241,783
"38","North Dakota",2005,"B20004_005","Bachelor's degree",33850,1013
"38","North Dakota",2005,"B20004_006","Graduate or professional degree",45067,3471
"39","Ohio",2005,"B20004_002","Less than high school",19054,718
"39","Ohio",2005,"B20004_003","High school graduate",26039,233
"39","Ohio",2005,"B20004_004","Some college or associate's",31450,204
"39","Ohio",2005,"B20004_005","Bachelor's degree",43336,596
"39","Ohio",2005,"B20004_006","Graduate or professional degree",54120,951
"40","Oklahoma",2005,"B20004_002","Less than high school",16367,578
"40","Oklahoma",2005,"B20004_003","High school graduate",22154,381
"40","Oklahoma",2005,"B20004_004","Some college or associate's",26997,499
"40","Oklahoma",2005,"B20004_005","Bachelor's degree",36381,688
"40","Oklahoma",2005,"B20004_006","Graduate or professional degree",46586,1251
"41","Oregon",2005,"B20004_002","Less than high school",17341,782
"41","Oregon",2005,"B20004_003","High school graduate",24746,675
"41","Oregon",2005,"B20004_004","Some college or associate's",28682,802
"41","Oregon",2005,"B20004_005","Bachelor's degree",38676,1753
"41","Oregon",2005,"B20004_006","Graduate or professional degree",50329,1078
"42","Pennsylvania",2005,"B20004_002","Less than high school",19963,577
"42","Pennsylvania",2005,"B20004_003","High school graduate",25988,227
"42","Pennsylvania",2005,"B20004_004","Some college or associate's",31320,286
"42","Pennsylvania",2005,"B20004_005","Bachelor's degree",42777,657
"42","Pennsylvania",2005,"B20004_006","Graduate or professional degree",57382,911
"44","Rhode Island",2005,"B20004_002","Less than high school",20219,1807
"44","Rhode Island",2005,"B20004_003","High school graduate",30198,879
"44","Rhode Island",2005,"B20004_004","Some college or associate's",33646,1673
"44","Rhode Island",2005,"B20004_005","Bachelor's degree",45186,1734
"44","Rhode Island",2005,"B20004_006","Graduate or professional degree",58396,3118
"45","South Carolina",2005,"B20004_002","Less than high school",17510,773
"45","South Carolina",2005,"B20004_003","High school graduate",23315,505
"45","South Carolina",2005,"B20004_004","Some college or associate's",28527,657
"45","South Carolina",2005,"B20004_005","Bachelor's degree",39635,1575
"45","South Carolina",2005,"B20004_006","Graduate or professional degree",49581,1535
"46","South Dakota",2005,"B20004_002","Less than high school",16195,1560
"46","South Dakota",2005,"B20004_003","High school graduate",22805,545
"46","South Dakota",2005,"B20004_004","Some college or associate's",26362,689
"46","South Dakota",2005,"B20004_005","Bachelor's degree",33146,1000
"46","South Dakota",2005,"B20004_006","Graduate or professional degree",45428,2877
"47","Tennessee",2005,"B20004_002","Less than high school",18336,607
"47","Tennessee",2005,"B20004_003","High school graduate",24099,412
"47","Tennessee",2005,"B20004_004","Some college or associate's",29047,611
"47","Tennessee",2005,"B20004_005","Bachelor's degree",40441,530
"47","Tennessee",2005,"B20004_006","Graduate or professional degree",50088,1231
"48","Texas",2005,"B20004_002","Less than high school",16302,243
"48","Texas",2005,"B20004_003","High school graduate",23513,286
"48","Texas",2005,"B20004_004","Some college or associate's",30849,218
"48","Texas",2005,"B20004_005","Bachelor's degree",44132,528
"48","Texas",2005,"B20004_006","Graduate or professional degree",56242,799
"49","Utah",2005,"B20004_002","Less than high school",20724,792
"49","Utah",2005,"B20004_003","High school graduate",25375,748
"49","Utah",2005,"B20004_004","Some college or associate's",28052,748
"49","Utah",2005,"B20004_005","Bachelor's degree",38520,1929
"49","Utah",2005,"B20004_006","Graduate or professional degree",53911,2615
"50","Vermont",2005,"B20004_002","Less than high school",19381,1501
"50","Vermont",2005,"B20004_003","High school graduate",26435,733
"50","Vermont",2005,"B20004_004","Some college or associate's",30176,1247
"50","Vermont",2005,"B20004_005","Bachelor's degree",34902,2242
"50","Vermont",2005,"B20004_006","Graduate or professional degree",47548,2588
"51","Virginia",2005,"B20004_002","Less than high school",20330,611
"51","Virginia",2005,"B20004_003","High school graduate",27088,368
"51","Virginia",2005,"B20004_004","Some college or associate's",33853,529
"51","Virginia",2005,"B20004_005","Bachelor's degree",48754,1057
"51","Virginia",2005,"B20004_006","Graduate or professional degree",66573,1156
"53","Washington",2005,"B20004_002","Less than high school",18181,871
"53","Washington",2005,"B20004_003","High school graduate",27672,707
"53","Washington",2005,"B20004_004","Some college or associate's",32363,366
"53","Washington",2005,"B20004_005","Bachelor's degree",45060,1153
"53","Washington",2005,"B20004_006","Graduate or professional degree",55953,872
"54","West Virginia",2005,"B20004_002","Less than high school",17642,1275
"54","West Virginia",2005,"B20004_003","High school graduate",22354,565
"54","West Virginia",2005,"B20004_004","Some college or associate's",26169,768
"54","West Virginia",2005,"B20004_005","Bachelor's degree",36447,1156
"54","West Virginia",2005,"B20004_006","Graduate or professional degree",45223,1350
"55","Wisconsin",2005,"B20004_002","Less than high school",20920,536
"55","Wisconsin",2005,"B20004_003","High school graduate",26917,259
"55","Wisconsin",2005,"B20004_004","Some college or associate's",31616,282
"55","Wisconsin",2005,"B20004_005","Bachelor's degree",40931,452
"55","Wisconsin",2005,"B20004_006","Graduate or professional degree",52238,676
"56","Wyoming",2005,"B20004_002","Less than high school",18146,3308
"56","Wyoming",2005,"B20004_003","High school graduate",23548,1255
"56","Wyoming",2005,"B20004_004","Some college or associate's",26972,1420
"56","Wyoming",2005,"B20004_005","Bachelor's degree",35987,1591
"56","Wyoming",2005,"B20004_006","Graduate or professional degree",46793,2667
"72","Puerto Rico",2005,"B20004_002","Less than high school",9535,276
"72","Puerto Rico",2005,"B20004_003","High school graduate",12229,226
"72","Puerto Rico",2005,"B20004_004","Some college or associate's",16347,350
"72","Puerto Rico",2005,"B20004_005","Bachelor's degree",24585,364
"72","Puerto Rico",2005,"B20004_006","Graduate or professional degree",35613,1219
"01","Alabama",2006,"B20004_002","Less than high school",16669,499
"01","Alabama",2006,"B20004_003","High school graduate",23932,623
"01","Alabama",2006,"B20004_004","Some college or associate's",29101,656
"01","Alabama",2006,"B20004_005","Bachelor's degree",41683,607
"01","Alabama",2006,"B20004_006","Graduate or professional degree",50656,722
"02","Alaska",2006,"B20004_002","Less than high school",20183,3058
"02","Alaska",2006,"B20004_003","High school graduate",30170,2038
"02","Alaska",2006,"B20004_004","Some college or associate's",35420,1396
"02","Alaska",2006,"B20004_005","Bachelor's degree",44810,3307
"02","Alaska",2006,"B20004_006","Graduate or professional degree",60170,3048
"04","Arizona",2006,"B20004_002","Less than high school",19571,864
"04","Arizona",2006,"B20004_003","High school graduate",26235,414
"04","Arizona",2006,"B20004_004","Some college or associate's",31934,387
"04","Arizona",2006,"B20004_005","Bachelor's degree",43812,1407
"04","Arizona",2006,"B20004_006","Graduate or professional degree",53491,1776
"05","Arkansas",2006,"B20004_002","Less than high school",17602,598
"05","Arkansas",2006,"B20004_003","High school graduate",22546,481
"05","Arkansas",2006,"B20004_004","Some college or associate's",26872,458
"05","Arkansas",2006,"B20004_005","Bachelor's degree",39764,1203
"05","Arkansas",2006,"B20004_006","Graduate or professional degree",49033,1635
"06","California",2006,"B20004_002","Less than high school",18487,216
"06","California",2006,"B20004_003","High school graduate",27461,344
"06","California",2006,"B20004_004","Some college or associate's",36015,157
"06","California",2006,"B20004_005","Bachelor's degree",50941,220
"06","California",2006,"B20004_006","Graduate or professional degree",71060,388
"08","Colorado",2006,"B20004_002","Less than high school",20694,485
"08","Colorado",2006,"B20004_003","High school graduate",27648,856
"08","Colorado",2006,"B20004_004","Some college or associate's",32694,616
"08","Colorado",2006,"B20004_005","Bachelor's degree",42823,1069
"08","Colorado",2006,"B20004_006","Graduate or professional degree",56161,1730
"09","Connecticut",2006,"B20004_002","Less than high school",22724,1575
"09","Connecticut",2006,"B20004_003","High school graduate",31125,410
"09","Connecticut",2006,"B20004_004","Some college or associate's",37754,971
"09","Connecticut",2006,"B20004_005","Bachelor's degree",52230,546
"09","Connecticut",2006,"B20004_006","Graduate or professional degree",68004,1759
"10","Delaware",2006,"B20004_002","Less than high school",22125,1045
"10","Delaware",2006,"B20004_003","High school graduate",30502,1016
"10","Delaware",2006,"B20004_004","Some college or associate's",35485,1055
"10","Delaware",2006,"B20004_005","Bachelor's degree",45602,1741
"10","Delaware",2006,"B20004_006","Graduate or professional degree",57196,3990
"11","District of Columbia",2006,"B20004_002","Less than high school",19557,1919
"11","District of Columbia",2006,"B20004_003","High school graduate",27833,2037
"11","District of Columbia",2006,"B20004_004","Some college or associate's",34476,2412
"11","District of Columbia",2006,"B20004_005","Bachelor's degree",50618,1341
"11","District of Columbia",2006,"B20004_006","Graduate or professional degree",72400,3006
"12","Florida",2006,"B20004_002","Less than high school",18652,400
"12","Florida",2006,"B20004_003","High school graduate",25200,220
"12","Florida",2006,"B20004_004","Some college or associate's",31203,212
"12","Florida",2006,"B20004_005","Bachelor's degree",41058,310
"12","Florida",2006,"B20004_006","Graduate or professional degree",52167,442
"13","Georgia",2006,"B20004_002","Less than high school",18157,597
"13","Georgia",2006,"B20004_003","High school graduate",25751,315
"13","Georgia",2006,"B20004_004","Some college or associate's",31452,251
"13","Georgia",2006,"B20004_005","Bachelor's degree",45460,589
"13","Georgia",2006,"B20004_006","Graduate or professional degree",57044,784
"15","Hawaii",2006,"B20004_002","Less than high school",21088,1198
"15","Hawaii",2006,"B20004_003","High school graduate",27492,961
"15","Hawaii",2006,"B20004_004","Some college or associate's",32686,1259
"15","Hawaii",2006,"B20004_005","Bachelor's degree",41508,774
"15","Hawaii",2006,"B20004_006","Graduate or professional degree",56488,2975
"16","Idaho",2006,"B20004_002","Less than high school",19001,1346
"16","Idaho",2006,"B20004_003","High school graduate",24749,833
"16","Idaho",2006,"B20004_004","Some college or associate's",26620,701
"16","Idaho",2006,"B20004_005","Bachelor's degree",37606,2152
"16","Idaho",2006,"B20004_006","Graduate or professional degree",52207,2506
"17","Illinois",2006,"B20004_002","Less than high school",20019,462
"17","Illinois",2006,"B20004_003","High school graduate",27048,258
"17","Illinois",2006,"B20004_004","Some college or associate's",33383,442
"17","Illinois",2006,"B20004_005","Bachelor's degree",47484,697
"17","Illinois",2006,"B20004_006","Graduate or professional degree",60695,487
"18","Indiana",2006,"B20004_002","Less than high school",19779,801
"18","Indiana",2006,"B20004_003","High school graduate",26718,275
"18","Indiana",2006,"B20004_004","Some college or associate's",31282,262
"18","Indiana",2006,"B20004_005","Bachelor's degree",41265,515
"18","Indiana",2006,"B20004_006","Graduate or professional degree",54396,1288
"19","Iowa",2006,"B20004_002","Less than high school",18598,988
"19","Iowa",2006,"B20004_003","High school graduate",25145,399
"19","Iowa",2006,"B20004_004","Some college or associate's",29769,476
"19","Iowa",2006,"B20004_005","Bachelor's degree",39198,959
"19","Iowa",2006,"B20004_006","Graduate or professional degree",50284,1022
"20","Kansas",2006,"B20004_002","Less than high school",19471,1391
"20","Kansas",2006,"B20004_003","High school graduate",25151,505
"20","Kansas",2006,"B20004_004","Some college or associate's",29591,659
"20","Kansas",2006,"B20004_005","Bachelor's degree",41512,509
"20","Kansas",2006,"B20004_006","Graduate or professional degree",50039,1004
"21","Kentucky",2006,"B20004_002","Less than high school",17523,858
"21","Kentucky",2006,"B20004_003","High school graduate",24344,461
"21","Kentucky",2006,"B20004_004","Some college or associate's",29081,669
"21","Kentucky",2006,"B20004_005","Bachelor's degree",40603,629
"21","Kentucky",2006,"B20004_006","Graduate or professional degree",46785,899
"22","Louisiana",2006,"B20004_002","Less than high school",16117,685
"22","Louisiana",2006,"B20004_003","High school graduate",23579,692
"22","Louisiana",2006,"B20004_004","Some college or associate's",28751,948
"22","Louisiana",2006,"B20004_005","Bachelor's degree",40113,780
"22","Louisiana",2006,"B20004_006","Graduate or professional degree",49705,1264
"23","Maine",2006,"B20004_002","Less than high school",20697,1532
"23","Maine",2006,"B20004_003","High school graduate",24727,637
"23","Maine",2006,"B20004_004","Some college or associate's",29192,910
"23","Maine",2006,"B20004_005","Bachelor's degree",37256,1193
"23","Maine",2006,"B20004_006","Graduate or professional degree",47350,2369
"24","Maryland",2006,"B20004_002","Less than high school",22402,771
"24","Maryland",2006,"B20004_003","High school graduate",31366,314
"24","Maryland",2006,"B20004_004","Some college or associate's",40481,356
"24","Maryland",2006,"B20004_005","Bachelor's degree",51531,547
"24","Maryland",2006,"B20004_006","Graduate or professional degree",68733,2117
"25","Massachusetts",2006,"B20004_002","Less than high school",21795,568
"25","Massachusetts",2006,"B20004_003","High school graduate",30908,378
"25","Massachusetts",2006,"B20004_004","Some college or associate's",35915,475
"25","Massachusetts",2006,"B20004_005","Bachelor's degree",50286,516
"25","Massachusetts",2006,"B20004_006","Graduate or professional degree",62175,562
"26","Michigan",2006,"B20004_002","Less than high school",19029,735
"26","Michigan",2006,"B20004_003","High school graduate",25710,268
"26","Michigan",2006,"B20004_004","Some college or associate's",31717,260
"26","Michigan",2006,"B20004_005","Bachelor's degree",45808,599
"26","Michigan",2006,"B20004_006","Graduate or professional degree",61645,470
"27","Minnesota",2006,"B20004_002","Less than high school",19503,989
"27","Minnesota",2006,"B20004_003","High school graduate",27584,458
"27","Minnesota",2006,"B20004_004","Some college or associate's",33681,439
"27","Minnesota",2006,"B20004_005","Bachelor's degree",45656,538
"27","Minnesota",2006,"B20004_006","Graduate or professional degree",58619,1715
"28","Mississippi",2006,"B20004_002","Less than high school",17802,921
"28","Mississippi",2006,"B20004_003","High school graduate",22433,569
"28","Mississippi",2006,"B20004_004","Some college or associate's",26378,520
"28","Mississippi",2006,"B20004_005","Bachelor's degree",37381,1069
"28","Mississippi",2006,"B20004_006","Graduate or professional degree",50004,1818
"29","Missouri",2006,"B20004_002","Less than high school",17844,715
"29","Missouri",2006,"B20004_003","High school graduate",24698,356
"29","Missouri",2006,"B20004_004","Some college or associate's",30125,307
"29","Missouri",2006,"B20004_005","Bachelor's degree",40648,470
"29","Missouri",2006,"B20004_006","Graduate or professional degree",50212,763
"30","Montana",2006,"B20004_002","Less than high school",16461,1908
"30","Montana",2006,"B20004_003","High school graduate",21938,600
"30","Montana",2006,"B20004_004","Some college or associate's",24075,939
"30","Montana",2006,"B20004_005","Bachelor's degree",31447,857
"30","Montana",2006,"B20004_006","Graduate or professional degree",42195,2182
"31","Nebraska",2006,"B20004_002","Less than high school",20904,999
"31","Nebraska",2006,"B20004_003","High school graduate",24475,643
"31","Nebraska",2006,"B20004_004","Some college or associate's",28467,772
"31","Nebraska",2006,"B20004_005","Bachelor's degree",39006,1555
"31","Nebraska",2006,"B20004_006","Graduate or professional degree",50118,1520
"32","Nevada",2006,"B20004_002","Less than high school",23069,814
"32","Nevada",2006,"B20004_003","High school graduate",29918,780
"32","Nevada",2006,"B20004_004","Some college or associate's",34726,978
"32","Nevada",2006,"B20004_005","Bachelor's degree",45684,1016
"32","Nevada",2006,"B20004_006","Graduate or professional degree",55792,2699
"33","New Hampshire",2006,"B20004_002","Less than high school",23122,1325
"33","New Hampshire",2006,"B20004_003","High school graduate",30118,745
"33","New Hampshire",2006,"B20004_004","Some college or associate's",35251,943
"33","New Hampshire",2006,"B20004_005","Bachelor's degree",44049,1990
"33","New Hampshire",2006,"B20004_006","Graduate or professional degree",56395,1532
"34","New Jersey",2006,"B20004_002","Less than high school",21245,430
"34","New Jersey",2006,"B20004_003","High school graduate",31134,364
"34","New Jersey",2006,"B20004_004","Some college or associate's",39504,830
"34","New Jersey",2006,"B20004_005","Bachelor's degree",53171,1048
"34","New Jersey",2006,"B20004_006","Graduate or professional degree",74632,1634
"35","New Mexico",2006,"B20004_002","Less than high school",15250,841
"35","New Mexico",2006,"B20004_003","High school graduate",22425,780
"35","New Mexico",2006,"B20004_004","Some college or associate's",26869,793
"35","New Mexico",2006,"B20004_005","Bachelor's degree",40313,1058
"35","New Mexico",2006,"B20004_006","Graduate or professional degree",51178,831
"36","New York",2006,"B20004_002","Less than high school",18958,387
"36","New York",2006,"B20004_003","High school graduate",27000,235
"36","New York",2006,"B20004_004","Some college or associate's",34288,453
"36","New York",2006,"B20004_005","Bachelor's degree",48175,1052
"36","New York",2006,"B20004_006","Graduate or professional degree",61570,388
"37","North Carolina",2006,"B20004_002","Less than high school",17404,460
"37","North Carolina",2006,"B20004_003","High school graduate",24017,259
"37","North Carolina",2006,"B20004_004","Some college or associate's",29637,386
"37","North Carolina",2006,"B20004_005","Bachelor's degree",41211,399
"37","North Carolina",2006,"B20004_006","Graduate or professional degree",51744,636
"38","North Dakota",2006,"B20004_002","Less than high school",16587,1190
"38","North Dakota",2006,"B20004_003","High school graduate",24299,763
"38","North Dakota",2006,"B20004_004","Some college or associate's",27274,646
"38","North Dakota",2006,"B20004_005","Bachelor's degree",35644,806
"38","North Dakota",2006,"B20004_006","Graduate or professional degree",49934,2349
"39","Ohio",2006,"B20004_002","Less than high school",17748,647
"39","Ohio",2006,"B20004_003","High school graduate",26207,238
"39","Ohio",2006,"B20004_004","Some college or associate's",31308,230
"39","Ohio",2006,"B20004_005","Bachelor's degree",43469,792
"39","Ohio",2006,"B20004_006","Graduate or professional degree",56144,770
"40","Oklahoma",2006,"B20004_002","Less than high school",16683,543
"40","Oklahoma",2006,"B20004_003","High school graduate",22290,433
"40","Oklahoma",2006,"B20004_004","Some college or associate's",27574,682
