"GEOID","NAME","year","variable","education_level","estimate","moe"
"44","Rhode Island",2013,"B20004_004","Some college or associate's",35697,904
"44","Rhode Island",2013,"B20004_005","Bachelor's degree",52002,1462
"44","Rhode Island",2013,"B20004_006","Graduate or professional degree",67373,3655
"45","South Carolina",2013,"B20004_002","Less than high school",17806,887
"45","South Carolina",2013,"B20004_003","High school graduate",25230,612
"45","South Carolina",2013,"B20004_004","Some college or associate's",30626,378
"45","South Carolina",2013,"B20004_005","Bachelor's degree",41840,517
"45","South Carolina",2013,"B20004_006","Graduate or professional degree",51346,848
"46","South Dakota",2013,"B20004_002","Less than high school",20940,2083
"46","South Dakota",2013,"B20004_003","High school graduate",27082,714
"46","South Dakota",2013,"B20004_004","Some college or associate's",30389,576
"46","South Dakota",2013,"B20004_005","Bachelor's degree",37730,1636
"46","South Dakota",2013,"B20004_006","Graduate or professional degree",50243,2725
"47","Tennessee",2013,"B20004_002","Less than high school",18706,918
"47","Tennessee",2013,"B20004_003","High school graduate",25504,330
"47","Tennessee",2013,"B20004_004","Some college or associate's",31143,288
"47","Tennessee",2013,"B20004_005","Bachelor's degree",42403,882
"47","Tennessee",2013,"B20004_006","Graduate or professional degree",55401,1534
"48","Texas",2013,"B20004_002","Less than high school",19870,316
"48","Texas",2013,"B20004_003","High school graduate",26757,222
"48","Texas",2013,"B20004_004","Some college or associate's",33350,614
"48","Texas",2013,"B20004_005","Bachelor's degree",50704,241
"48","Texas",2013,"B20004_006","Graduate or professional degree",65760,839
"49","Utah",2013,"B20004_002","Less than high school",22290,1462
"49","Utah",2013,"B20004_003","High school graduate",27868,1481
"49","Utah",2013,"B20004_004","Some college or associate's",31843,418
"49","Utah",2013,"B20004_005","Bachelor's degree",44668,1850
"49","Utah",2013,"B20004_006","Graduate or professional degree",61774,1165
"50","Vermont",2013,"B20004_002","Less than high school",23474,2058
"50","Vermont",2013,"B20004_003","High school graduate",29002,2216
"50","Vermont",2013,"B20004_004","Some college or associate's",31443,676
"50","Vermont",2013,"B20004_005","Bachelor's degree",40889,1248
"50","Vermont",2013,"B20004_006","Graduate or professional degree",54872,2819
"51","Virginia",2013,"B20004_002","Less than high school",21629,562
"51","Virginia",2013,"B20004_003","High school graduate",28505,666
"51","Virginia",2013,"B20004_004","Some college or associate's",35244,475
"51","Virginia",2013,"B20004_005","Bachelor's degree",54270,1441
"51","Virginia",2013,"B20004_006","Graduate or professional degree",76575,1050
"53","Washington",2013,"B20004_002","Less than high school",21550,491
"53","Washington",2013,"B20004_003","High school graduate",30595,331
"53","Washington",2013,"B20004_004","Some college or associate's",35743,377
"53","Washington",2013,"B20004_005","Bachelor's degree",52013,479
"53","Washington",2013,"B20004_006","Graduate or professional degree",67087,1123
"54","West Virginia",2013,"B20004_002","Less than high school",20267,1011
"54","West Virginia",2013,"B20004_003","High school graduate",27085,484
"54","West Virginia",2013,"B20004_004","Some college or associate's",28818,1575
"54","West Virginia",2013,"B20004_005","Bachelor's degree",42380,1501
"54","West Virginia",2013,"B20004_006","Graduate or professional degree",54456,2492
"55","Wisconsin",2013,"B20004_002","Less than high school",20752,647
"55","Wisconsin",2013,"B20004_003","High school graduate",28969,636
"55","Wisconsin",2013,"B20004_004","Some college or associate's",32111,241
"55","Wisconsin",2013,"B20004_005","Bachelor's degree",46445,586
"55","Wisconsin",2013,"B20004_006","Graduate or professional degree",60202,819
"56","Wyoming",2013,"B20004_002","Less than high school",24796,3888
"56","Wyoming",2013,"B20004_003","High school graduate",32111,1144
"56","Wyoming",2013,"B20004_004","Some college or associate's",31843,1365
"56","Wyoming",2013,"B20004_005","Bachelor's degree",46287,2763
"56","Wyoming",2013,"B20004_006","Graduate or professional degree",56548,3362
"72","Puerto Rico",2013,"B20004_002","Less than high school",10408,600
"72","Puerto Rico",2013,"B20004_003","High school graduate",14298,351
"72","Puerto Rico",2013,"B20004_004","Some college or associate's",17173,331
"72","Puerto Rico",2013,"B20004_005","Bachelor's degree",25546,584
"72","Puerto Rico",2013,"B20004_006","Graduate or professional degree",36525,1118
"01","Alabama",2014,"B20004_002","Less than high school",17583,978
"01","Alabama",2014,"B20004_003","High school graduate",25693,461
"01","Alabama",2014,"B20004_004","Some college or associate's",30662,345
"01","Alabama",2014,"B20004_005","Bachelor's degree",45874,981
"01","Alabama",2014,"B20004_006","Graduate or professional degree",55873,1571
"02","Alaska",2014,"B20004_002","Less than high school",26163,4190
"02","Alaska",2014,"B20004_003","High school graduate",35963,1371
"02","Alaska",2014,"B20004_004","Some college or associate's",41783,1254
"02","Alaska",2014,"B20004_005","Bachelor's degree",56042,1720
"02","Alaska",2014,"B20004_006","Graduate or professional degree",71806,2578
"04","Arizona",2014,"B20004_002","Less than high school",19554,789
"04","Arizona",2014,"B20004_003","High school graduate",27120,442
"04","Arizona",2014,"B20004_004","Some college or associate's",32971,895
"04","Arizona",2014,"B20004_005","Bachelor's degree",46407,855
"04","Arizona",2014,"B20004_006","Graduate or professional degree",60458,1155
"05","Arkansas",2014,"B20004_002","Less than high school",20961,595
"05","Arkansas",2014,"B20004_003","High school graduate",25749,456
"05","Arkansas",2014,"B20004_004","Some college or associate's",29634,978
"05","Arkansas",2014,"B20004_005","Bachelor's degree",43020,1821
"05","Arkansas",2014,"B20004_006","Graduate or professional degree",55818,1614
"06","California",2014,"B20004_002","Less than high school",19839,231
"06","California",2014,"B20004_003","High school graduate",27664,410
"06","California",2014,"B20004_004","Some college or associate's",36015,232
"06","California",2014,"B20004_005","Bachelor's degree",55900,541
"06","California",2014,"B20004_006","Graduate or professional degree",77653,1157
"08","Colorado",2014,"B20004_002","Less than high school",23004,984
"08","Colorado",2014,"B20004_003","High school graduate",30568,372
"08","Colorado",2014,"B20004_004","Some college or associate's",35329,491
"08","Colorado",2014,"B20004_005","Bachelor's degree",48818,1444
"08","Colorado",2014,"B20004_006","Graduate or professional degree",64861,2028
"09","Connecticut",2014,"B20004_002","Less than high school",22153,1145
"09","Connecticut",2014,"B20004_003","High school graduate",32916,1404
"09","Connecticut",2014,"B20004_004","Some college or associate's",40502,589
"09","Connecticut",2014,"B20004_005","Bachelor's degree",61087,915
"09","Connecticut",2014,"B20004_006","Graduate or professional degree",76885,1332
"10","Delaware",2014,"B20004_002","Less than high school",24636,1910
"10","Delaware",2014,"B20004_003","High school graduate",31910,980
"10","Delaware",2014,"B20004_004","Some college or associate's",35851,973
"10","Delaware",2014,"B20004_005","Bachelor's degree",51577,1437
"10","Delaware",2014,"B20004_006","Graduate or professional degree",62490,4310
"11","District of Columbia",2014,"B20004_002","Less than high school",23181,4318
"11","District of Columbia",2014,"B20004_003","High school graduate",28125,1792
"11","District of Columbia",2014,"B20004_004","Some college or associate's",38724,2968
"11","District of Columbia",2014,"B20004_005","Bachelor's degree",62475,2892
"11","District of Columbia",2014,"B20004_006","Graduate or professional degree",88605,4894
"12","Florida",2014,"B20004_002","Less than high school",18716,462
"12","Florida",2014,"B20004_003","High school graduate",25206,188
"12","Florida",2014,"B20004_004","Some college or associate's",30779,208
"12","Florida",2014,"B20004_005","Bachelor's degree",43378,930
"12","Florida",2014,"B20004_006","Graduate or professional degree",56526,1107
"13","Georgia",2014,"B20004_002","Less than high school",20061,475
"13","Georgia",2014,"B20004_003","High school graduate",26197,354
"13","Georgia",2014,"B20004_004","Some college or associate's",31393,240
"13","Georgia",2014,"B20004_005","Bachelor's degree",48679,1083
"13","Georgia",2014,"B20004_006","Graduate or professional degree",61176,590
"15","Hawaii",2014,"B20004_002","Less than high school",23579,1635
"15","Hawaii",2014,"B20004_003","High school graduate",30509,502
"15","Hawaii",2014,"B20004_004","Some college or associate's",36132,588
"15","Hawaii",2014,"B20004_005","Bachelor's degree",49725,1719
"15","Hawaii",2014,"B20004_006","Graduate or professional degree",62707,3262
"16","Idaho",2014,"B20004_002","Less than high school",22514,1259
"16","Idaho",2014,"B20004_003","High school graduate",24752,1061
"16","Idaho",2014,"B20004_004","Some college or associate's",28029,1221
"16","Idaho",2014,"B20004_005","Bachelor's degree",41423,1403
"16","Idaho",2014,"B20004_006","Graduate or professional degree",56784,3956
"17","Illinois",2014,"B20004_002","Less than high school",21533,340
"17","Illinois",2014,"B20004_003","High school graduate",28847,568
"17","Illinois",2014,"B20004_004","Some college or associate's",34676,731
"17","Illinois",2014,"B20004_005","Bachelor's degree",51638,299
"17","Illinois",2014,"B20004_006","Graduate or professional degree",67863,1556
"18","Indiana",2014,"B20004_002","Less than high school",21065,494
"18","Indiana",2014,"B20004_003","High school graduate",29174,629
"18","Indiana",2014,"B20004_004","Some college or associate's",31976,263
"18","Indiana",2014,"B20004_005","Bachelor's degree",44424,1208
"18","Indiana",2014,"B20004_006","Graduate or professional degree",57085,1233
"19","Iowa",2014,"B20004_002","Less than high school",25178,1072
"19","Iowa",2014,"B20004_003","High school graduate",29741,897
"19","Iowa",2014,"B20004_004","Some college or associate's",34242,823
"19","Iowa",2014,"B20004_005","Bachelor's degree",46851,797
"19","Iowa",2014,"B20004_006","Graduate or professional degree",60464,974
"20","Kansas",2014,"B20004_002","Less than high school",23067,1595
"20","Kansas",2014,"B20004_003","High school graduate",28063,1098
"20","Kansas",2014,"B20004_004","Some college or associate's",32063,393
"20","Kansas",2014,"B20004_005","Bachelor's degree",46785,761
"20","Kansas",2014,"B20004_006","Graduate or professional degree",54289,1817
"21","Kentucky",2014,"B20004_002","Less than high school",20244,662
"21","Kentucky",2014,"B20004_003","High school graduate",26201,357
"21","Kentucky",2014,"B20004_004","Some college or associate's",30884,414
"21","Kentucky",2014,"B20004_005","Bachelor's degree",43798,1525
"21","Kentucky",2014,"B20004_006","Graduate or professional degree",53222,1708
"22","Louisiana",2014,"B20004_002","Less than high school",21053,737
"22","Louisiana",2014,"B20004_003","High school graduate",27446,734
"22","Louisiana",2014,"B20004_004","Some college or associate's",31702,404
"22","Louisiana",2014,"B20004_005","Bachelor's degree",46903,888
"22","Louisiana",2014,"B20004_006","Graduate or professional degree",56644,2085
"23","Maine",2014,"B20004_002","Less than high school",19375,2172
"23","Maine",2014,"B20004_003","High school graduate",26240,612
"23","Maine",2014,"B20004_004","Some college or associate's",31134,591
"23","Maine",2014,"B20004_005","Bachelor's degree",40695,1054
"23","Maine",2014,"B20004_006","Graduate or professional degree",54404,2032
"24","Maryland",2014,"B20004_002","Less than high school",25063,1179
"24","Maryland",2014,"B20004_003","High school graduate",32369,393
"24","Maryland",2014,"B20004_004","Some college or associate's",41041,367
"24","Maryland",2014,"B20004_005","Bachelor's degree",59691,2156
"24","Maryland",2014,"B20004_006","Graduate or professional degree",79623,1949
"25","Massachusetts",2014,"B20004_002","Less than high school",23801,1249
"25","Massachusetts",2014,"B20004_003","High school graduate",32137,383
"25","Massachusetts",2014,"B20004_004","Some college or associate's",38355,1059
"25","Massachusetts",2014,"B20004_005","Bachelor's degree",57451,1518
"25","Massachusetts",2014,"B20004_006","Graduate or professional degree",72212,785
"26","Michigan",2014,"B20004_002","Less than high school",18457,1109
"26","Michigan",2014,"B20004_003","High school graduate",26372,337
"26","Michigan",2014,"B20004_004","Some college or associate's",31332,203
"26","Michigan",2014,"B20004_005","Bachelor's degree",48731,1188
"26","Michigan",2014,"B20004_006","Graduate or professional degree",65473,868
"27","Minnesota",2014,"B20004_002","Less than high school",21937,662
"27","Minnesota",2014,"B20004_003","High school graduate",30858,336
"27","Minnesota",2014,"B20004_004","Some college or associate's",36338,411
"27","Minnesota",2014,"B20004_005","Bachelor's degree",51226,304
"27","Minnesota",2014,"B20004_006","Graduate or professional degree",66580,893
"28","Mississippi",2014,"B20004_002","Less than high school",20301,687
"28","Mississippi",2014,"B20004_003","High school graduate",26236,675
"28","Mississippi",2014,"B20004_004","Some college or associate's",29733,843
"28","Mississippi",2014,"B20004_005","Bachelor's degree",41004,639
"28","Mississippi",2014,"B20004_006","Graduate or professional degree",50912,959
"29","Missouri",2014,"B20004_002","Less than high school",20342,649
"29","Missouri",2014,"B20004_003","High school graduate",27080,371
"29","Missouri",2014,"B20004_004","Some college or associate's",31398,295
"29","Missouri",2014,"B20004_005","Bachelor's degree",44221,1405
"29","Missouri",2014,"B20004_006","Graduate or professional degree",55536,1121
"30","Montana",2014,"B20004_002","Less than high school",20119,4096
"30","Montana",2014,"B20004_003","High school graduate",25751,833
"30","Montana",2014,"B20004_004","Some college or associate's",28274,1194
"30","Montana",2014,"B20004_005","Bachelor's degree",37487,2162
"30","Montana",2014,"B20004_006","Graduate or professional degree",50584,1418
"31","Nebraska",2014,"B20004_002","Less than high school",22122,847
"31","Nebraska",2014,"B20004_003","High school graduate",28617,1011
"31","Nebraska",2014,"B20004_004","Some college or associate's",32312,462
"31","Nebraska",2014,"B20004_005","Bachelor's degree",43402,1466
"31","Nebraska",2014,"B20004_006","Graduate or professional degree",56915,1266
"32","Nevada",2014,"B20004_002","Less than high school",23029,903
"32","Nevada",2014,"B20004_003","High school graduate",29608,959
"32","Nevada",2014,"B20004_004","Some college or associate's",34121,1348
"32","Nevada",2014,"B20004_005","Bachelor's degree",45505,889
"32","Nevada",2014,"B20004_006","Graduate or professional degree",58182,3605
"33","New Hampshire",2014,"B20004_002","Less than high school",29231,2862
"33","New Hampshire",2014,"B20004_003","High school graduate",31871,639
"33","New Hampshire",2014,"B20004_004","Some college or associate's",38384,1130
"33","New Hampshire",2014,"B20004_005","Bachelor's degree",51965,1095
"33","New Hampshire",2014,"B20004_006","Graduate or professional degree",65924,2624
"34","New Jersey",2014,"B20004_002","Less than high school",21808,391
"34","New Jersey",2014,"B20004_003","High school graduate",31921,304
"34","New Jersey",2014,"B20004_004","Some college or associate's",40086,558
"34","New Jersey",2014,"B20004_005","Bachelor's degree",60575,476
"34","New Jersey",2014,"B20004_006","Graduate or professional degree",81156,678
"35","New Mexico",2014,"B20004_002","Less than high school",17275,829
"35","New Mexico",2014,"B20004_003","High school graduate",25086,826
"35","New Mexico",2014,"B20004_004","Some college or associate's",30299,958
"35","New Mexico",2014,"B20004_005","Bachelor's degree",42412,1501
"35","New Mexico",2014,"B20004_006","Graduate or professional degree",54671,1782
"36","New York",2014,"B20004_002","Less than high school",20071,373
"36","New York",2014,"B20004_003","High school graduate",29501,555
"36","New York",2014,"B20004_004","Some college or associate's",36359,307
"36","New York",2014,"B20004_005","Bachelor's degree",53280,899
"36","New York",2014,"B20004_006","Graduate or professional degree",70858,446
"37","North Carolina",2014,"B20004_002","Less than high school",18463,466
"37","North Carolina",2014,"B20004_003","High school graduate",26101,349
"37","North Carolina",2014,"B20004_004","Some college or associate's",30684,216
"37","North Carolina",2014,"B20004_005","Bachelor's degree",44021,1233
"37","North Carolina",2014,"B20004_006","Graduate or professional degree",58579,1935
"38","North Dakota",2014,"B20004_002","Less than high school",26212,3579
"38","North Dakota",2014,"B20004_003","High school graduate",32599,1917
"38","North Dakota",2014,"B20004_004","Some college or associate's",36363,902
"38","North Dakota",2014,"B20004_005","Bachelor's degree",42262,1363
"38","North Dakota",2014,"B20004_006","Graduate or professional degree",61384,3137
"39","Ohio",2014,"B20004_002","Less than high school",20122,609
"39","Ohio",2014,"B20004_003","High school graduate",28402,399
"39","Ohio",2014,"B20004_004","Some college or associate's",31815,216
"39","Ohio",2014,"B20004_005","Bachelor's degree",48648,926
"39","Ohio",2014,"B20004_006","Graduate or professional degree",62450,870
"40","Oklahoma",2014,"B20004_002","Less than high school",20884,569
"40","Oklahoma",2014,"B20004_003","High school graduate",27380,474
"40","Oklahoma",2014,"B20004_004","Some college or associate's",31848,283
"40","Oklahoma",2014,"B20004_005","Bachelor's degree",43293,1532
"40","Oklahoma",2014,"B20004_006","Graduate or professional degree",53563,2370
"41","Oregon",2014,"B20004_002","Less than high school",20166,875
"41","Oregon",2014,"B20004_003","High school graduate",26075,617
"41","Oregon",2014,"B20004_004","Some college or associate's",31106,412
"41","Oregon",2014,"B20004_005","Bachelor's degree",42084,748
"41","Oregon",2014,"B20004_006","Graduate or professional degree",58547,2544
"42","Pennsylvania",2014,"B20004_002","Less than high school",21183,506
"42","Pennsylvania",2014,"B20004_003","High school graduate",30098,187
"42","Pennsylvania",2014,"B20004_004","Some college or associate's",35141,334
"42","Pennsylvania",2014,"B20004_005","Bachelor's degree",50017,616
"42","Pennsylvania",2014,"B20004_006","Graduate or professional degree",65271,857
"44","Rhode Island",2014,"B20004_002","Less than high school",22770,2479
"44","Rhode Island",2014,"B20004_003","High school graduate",30605,694
"44","Rhode Island",2014,"B20004_004","Some college or associate's",35901,980
"44","Rhode Island",2014,"B20004_005","Bachelor's degree",49218,3005
"44","Rhode Island",2014,"B20004_006","Graduate or professional degree",70358,2684
"45","South Carolina",2014,"B20004_002","Less than high school",19107,663
"45","South Carolina",2014,"B20004_003","High school graduate",25086,528
"45","South Carolina",2014,"B20004_004","Some college or associate's",31251,345
"45","South Carolina",2014,"B20004_005","Bachelor's degree",45253,1282
"45","South Carolina",2014,"B20004_006","Graduate or professional degree",53066,1813
"46","South Dakota",2014,"B20004_002","Less than high school",20706,2109
"46","South Dakota",2014,"B20004_003","High school graduate",27443,1120
"46","South Dakota",2014,"B20004_004","Some college or associate's",31865,588
"46","South Dakota",2014,"B20004_005","Bachelor's degree",40316,1142
"46","South Dakota",2014,"B20004_006","Graduate or professional degree",49632,3078
"47","Tennessee",2014,"B20004_002","Less than high school",19152,756
"47","Tennessee",2014,"B20004_003","High school graduate",25517,390
"47","Tennessee",2014,"B20004_004","Some college or associate's",31094,370
"47","Tennessee",2014,"B20004_005","Bachelor's degree",43654,1362
"47","Tennessee",2014,"B20004_006","Graduate or professional degree",54313,1290
"48","Texas",2014,"B20004_002","Less than high school",20364,222
"48","Texas",2014,"B20004_003","High school graduate",27038,234
"48","Texas",2014,"B20004_004","Some college or associate's",34643,557
"48","Texas",2014,"B20004_005","Bachelor's degree",51491,262
"48","Texas",2014,"B20004_006","Graduate or professional degree",66552,823
"49","Utah",2014,"B20004_002","Less than high school",21854,675
"49","Utah",2014,"B20004_003","High school graduate",29498,819
"49","Utah",2014,"B20004_004","Some college or associate's",32155,535
"49","Utah",2014,"B20004_005","Bachelor's degree",45861,1092
"49","Utah",2014,"B20004_006","Graduate or professional degree",65096,2332
"50","Vermont",2014,"B20004_002","Less than high school",24994,4579
"50","Vermont",2014,"B20004_003","High school graduate",29753,1151
"50","Vermont",2014,"B20004_004","Some college or associate's",31389,887
"50","Vermont",2014,"B20004_005","Bachelor's degree",42228,1366
"50","Vermont",2014,"B20004_006","Graduate or professional degree",53258,3489
"51","Virginia",2014,"B20004_002","Less than high school",22944,820
"51","Virginia",2014,"B20004_003","High school graduate",29126,662
"51","Virginia",2014,"B20004_004","Some college or associate's",35780,458
"51","Virginia",2014,"B20004_005","Bachelor's degree",55797,855
"51","Virginia",2014,"B20004_006","Graduate or professional degree",76877,992
"53","Washington",2014,"B20004_002","Less than high school",22799,715
"53","Washington",2014,"B20004_003","High school graduate",31016,430
"53","Washington",2014,"B20004_004","Some college or associate's",35409,507
"53","Washington",2014,"B20004_005","Bachelor's degree",54844,1511
"53","Washington",2014,"B20004_006","Graduate or professional degree",70746,1053
"54","West Virginia",2014,"B20004_002","Less than high school",20404,1598
"54","West Virginia",2014,"B20004_003","High school graduate",26671,579
"54","West Virginia",2014,"B20004_004","Some college or associate's",30545,632
"54","West Virginia",2014,"B20004_005","Bachelor's degree",40963,937
"54","West Virginia",2014,"B20004_006","Graduate or professional degree",52574,2116
"55","Wisconsin",2014,"B20004_002","Less than high school",22276,667
"55","Wisconsin",2014,"B20004_003","High school graduate",30102,249
"55","Wisconsin",2014,"B20004_004","Some college or associate's",33699,797
"55","Wisconsin",2014,"B20004_005","Bachelor's degree",47027,646
"55","Wisconsin",2014,"B20004_006","Graduate or professional degree",60613,659
"56","Wyoming",2014,"B20004_002","Less than high school",25537,3680
"56","Wyoming",2014,"B20004_003","High school graduate",30662,1223
"56","Wyoming",2014,"B20004_004","Some college or associate's",32602,2933
"56","Wyoming",2014,"B20004_005","Bachelor's degree",43572,2949
"56","Wyoming",2014,"B20004_006","Graduate or professional degree",61174,1710
"72","Puerto Rico",2014,"B20004_002","Less than high school",10602,554
"72","Puerto Rico",2014,"B20004_003","High school graduate",14524,454
"72","Puerto Rico",2014,"B20004_004","Some college or associate's",16851,353
"72","Puerto Rico",2014,"B20004_005","Bachelor's degree",24970,774
"72","Puerto Rico",2014,"B20004_006","Graduate or professional degree",34807,1292
"01","Alabama",2015,"B20004_002","Less than high school",20732,713
"01","Alabama",2015,"B20004_003","High school graduate",27223,565
"01","Alabama",2015,"B20004_004","Some college or associate's",30878,450
"01","Alabama",2015,"B20004_005","Bachelor's degree",46740,1008
"01","Alabama",2015,"B20004_006","Graduate or professional degree",56164,1060
"02","Alaska",2015,"B20004_002","Less than high school",21923,2102
"02","Alaska",2015,"B20004_003","High school graduate",33815,2823
"02","Alaska",2015,"B20004_004","Some college or associate's",41036,754
"02","Alaska",2015,"B20004_005","Bachelor's degree",52885,4134
"02","Alaska",2015,"B20004_006","Graduate or professional degree",70590,3614
"04","Arizona",2015,"B20004_002","Less than high school",20377,374
"04","Arizona",2015,"B20004_003","High school graduate",27947,794
"04","Arizona",2015,"B20004_004","Some college or associate's",33632,800
"04","Arizona",2015,"B20004_005","Bachelor's degree",49801,1542
"04","Arizona",2015,"B20004_006","Graduate or professional degree",60884,749
"05","Arkansas",2015,"B20004_002","Less than high school",21608,759
"05","Arkansas",2015,"B20004_003","High school graduate",26241,447
"05","Arkansas",2015,"B20004_004","Some college or associate's",30020,787
"05","Arkansas",2015,"B20004_005","Bachelor's degree",42828,1580
"05","Arkansas",2015,"B20004_006","Graduate or professional degree",55490,1807
"06","California",2015,"B20004_002","Less than high school",20880,143
"06","California",2015,"B20004_003","High school graduate",29108,471
"06","California",2015,"B20004_004","Some college or associate's",36161,200
"06","California",2015,"B20004_005","Bachelor's degree",57282,554
"06","California",2015,"B20004_006","Graduate or professional degree",80442,346
"08","Colorado",2015,"B20004_002","Less than high school",25304,684
"08","Colorado",2015,"B20004_003","High school graduate",31280,351
"08","Colorado",2015,"B20004_004","Some college or associate's",35392,398
"08","Colorado",2015,"B20004_005","Bachelor's degree",50196,609
"08","Colorado",2015,"B20004_006","Graduate or professional degree",63270,3095
"09","Connecticut",2015,"B20004_002","Less than high school",22595,1271
"09","Connecticut",2015,"B20004_003","High school graduate",35288,514
"09","Connecticut",2015,"B20004_004","Some college or associate's",40982,558
"09","Connecticut",2015,"B20004_005","Bachelor's degree",61071,913
"09","Connecticut",2015,"B20004_006","Graduate or professional degree",77568,1988
"10","Delaware",2015,"B20004_002","Less than high school",25297,2528
"10","Delaware",2015,"B20004_003","High school graduate",30752,796
"10","Delaware",2015,"B20004_004","Some college or associate's",36993,1455
"10","Delaware",2015,"B20004_005","Bachelor's degree",52261,1679
"10","Delaware",2015,"B20004_006","Graduate or professional degree",65967,2368
"11","District of Columbia",2015,"B20004_002","Less than high school",23604,3712
"11","District of Columbia",2015,"B20004_003","High school graduate",28467,2438
"11","District of Columbia",2015,"B20004_004","Some college or associate's",38881,3384
"11","District of Columbia",2015,"B20004_005","Bachelor's degree",64142,3328
"11","District of Columbia",2015,"B20004_006","Graduate or professional degree",84682,3532
"12","Florida",2015,"B20004_002","Less than high school",19735,398
"12","Florida",2015,"B20004_003","High school graduate",25474,241
"12","Florida",2015,"B20004_004","Some college or associate's",31137,188
"12","Florida",2015,"B20004_005","Bachelor's degree",42714,836
"12","Florida",2015,"B20004_006","Graduate or professional degree",57128,1008
"13","Georgia",2015,"B20004_002","Less than high school",20592,477
"13","Georgia",2015,"B20004_003","High school graduate",26802,323
"13","Georgia",2015,"B20004_004","Some college or associate's",31750,275
"13","Georgia",2015,"B20004_005","Bachelor's degree",49696,1114
"13","Georgia",2015,"B20004_006","Graduate or professional degree",61443,509
"15","Hawaii",2015,"B20004_002","Less than high school",25396,1581
"15","Hawaii",2015,"B20004_003","High school graduate",31995,548
"15","Hawaii",2015,"B20004_004","Some college or associate's",36558,654
"15","Hawaii",2015,"B20004_005","Bachelor's degree",46167,1288
"15","Hawaii",2015,"B20004_006","Graduate or professional degree",65094,4958
"16","Idaho",2015,"B20004_002","Less than high school",20974,1140
"16","Idaho",2015,"B20004_003","High school graduate",26002,712
"16","Idaho",2015,"B20004_004","Some college or associate's",29633,1563
"16","Idaho",2015,"B20004_005","Bachelor's degree",42661,3189
"16","Idaho",2015,"B20004_006","Graduate or professional degree",57829,3963
"17","Illinois",2015,"B20004_002","Less than high school",22052,311
"17","Illinois",2015,"B20004_003","High school graduate",29773,648
"17","Illinois",2015,"B20004_004","Some college or associate's",35823,302
"17","Illinois",2015,"B20004_005","Bachelor's degree",52369,511
"17","Illinois",2015,"B20004_006","Graduate or professional degree",70580,537
"18","Indiana",2015,"B20004_002","Less than high school",21431,606
"18","Indiana",2015,"B20004_003","High school graduate",30137,248
"18","Indiana",2015,"B20004_004","Some college or associate's",32335,307
"18","Indiana",2015,"B20004_005","Bachelor's degree",46884,757
"18","Indiana",2015,"B20004_006","Graduate or professional degree",60699,691
"19","Iowa",2015,"B20004_002","Less than high school",24854,1097
"19","Iowa",2015,"B20004_003","High school graduate",30734,362
"19","Iowa",2015,"B20004_004","Some college or associate's",34482,1144
"19","Iowa",2015,"B20004_005","Bachelor's degree",46518,826
"19","Iowa",2015,"B20004_006","Graduate or professional degree",61206,946
"20","Kansas",2015,"B20004_002","Less than high school",23174,1397
"20","Kansas",2015,"B20004_003","High school graduate",28715,1008
"20","Kansas",2015,"B20004_004","Some college or associate's",33462,1306
"20","Kansas",2015,"B20004_005","Bachelor's degree",46436,818
"20","Kansas",2015,"B20004_006","Graduate or professional degree",59574,3015
"21","Kentucky",2015,"B20004_002","Less than high school",19482,1066
"21","Kentucky",2015,"B20004_003","High school graduate",27326,548
"21","Kentucky",2015,"B20004_004","Some college or associate's",31285,361
"21","Kentucky",2015,"B20004_005","Bachelor's degree",45058,1189
"21","Kentucky",2015,"B20004_006","Graduate or professional degree",53986,1496
"22","Louisiana",2015,"B20004_002","Less than high school",20694,555
"22","Louisiana",2015,"B20004_003","High school graduate",28713,1043
"22","Louisiana",2015,"B20004_004","Some college or associate's",31959,421
"22","Louisiana",2015,"B20004_005","Bachelor's degree",46367,874
"22","Louisiana",2015,"B20004_006","Graduate or professional degree",57131,1976
"23","Maine",2015,"B20004_002","Less than high school",20130,2529
"23","Maine",2015,"B20004_003","High school graduate",27259,715
"23","Maine",2015,"B20004_004","Some college or associate's",32010,524
"23","Maine",2015,"B20004_005","Bachelor's degree",41214,932
"23","Maine",2015,"B20004_006","Graduate or professional degree",54528,2492
"24","Maryland",2015,"B20004_002","Less than high school",25074,768
"24","Maryland",2015,"B20004_003","High school graduate",34243,1352
"24","Maryland",2015,"B20004_004","Some college or associate's",41290,440
"24","Maryland",2015,"B20004_005","Bachelor's degree",60745,493
"24","Maryland",2015,"B20004_006","Graduate or professional degree",81087,760
"25","Massachusetts",2015,"B20004_002","Less than high school",23077,1412
"25","Massachusetts",2015,"B20004_003","High school graduate",32480,1109
"25","Massachusetts",2015,"B20004_004","Some college or associate's",38797,1213
"25","Massachusetts",2015,"B20004_005","Bachelor's degree",57285,1117
"25","Massachusetts",2015,"B20004_006","Graduate or professional degree",74405,2660
"26","Michigan",2015,"B20004_002","Less than high school",20106,570
"26","Michigan",2015,"B20004_003","High school graduate",26835,283
"26","Michigan",2015,"B20004_004","Some college or associate's",31865,226
"26","Michigan",2015,"B20004_005","Bachelor's degree",49839,847
"26","Michigan",2015,"B20004_006","Graduate or professional degree",66580,646
"27","Minnesota",2015,"B20004_002","Less than high school",22801,1230
"27","Minnesota",2015,"B20004_003","High school graduate",31311,249
"27","Minnesota",2015,"B20004_004","Some college or associate's",36845,339
