"NAME","Age_Range","Total","year"
"Mississippi","55.to.59.years",83363,2007
"Mississippi","60.to.64.years",72231,2007
"Mississippi","65.to.74.years",109864,2007
"Mississippi","75.to.84.years",71959,2007
"Mississippi","85.years.and.over",20347,2007
"Missouri","total",1632012,2007
"Missouri","15.to.24.years",27525,2007
"Missouri","25.to.34.years",198780,2007
"Missouri","35.to.44.years",311627,2007
"Missouri","45.to.54.years",377061,2007
"Missouri","55.to.59.years",168642,2007
"Missouri","60.to.64.years",153450,2007
"Missouri","65.to.74.years",207519,2007
"Missouri","75.to.84.years",143870,2007
"Missouri","85.years.and.over",43538,2007
"Montana","total",258965,2007
"Montana","15.to.24.years",2778,2007
"Montana","25.to.34.years",25088,2007
"Montana","35.to.44.years",42290,2007
"Montana","45.to.54.years",64723,2007
"Montana","55.to.59.years",35381,2007
"Montana","60.to.64.years",24502,2007
"Montana","65.to.74.years",35423,2007
"Montana","75.to.84.years",22466,2007
"Montana","85.years.and.over",6314,2007
"Nebraska","total",481154,2007
"Nebraska","15.to.24.years",8347,2007
"Nebraska","25.to.34.years",61574,2007
"Nebraska","35.to.44.years",87047,2007
"Nebraska","45.to.54.years",116097,2007
"Nebraska","55.to.59.years",49833,2007
"Nebraska","60.to.64.years",40052,2007
"Nebraska","65.to.74.years",58965,2007
"Nebraska","75.to.84.years",44529,2007
"Nebraska","85.years.and.over",14710,2007
"Nevada","total",576376,2007
"Nevada","15.to.24.years",8086,2007
"Nevada","25.to.34.years",72930,2007
"Nevada","35.to.44.years",121740,2007
"Nevada","45.to.54.years",127573,2007
"Nevada","55.to.59.years",62872,2007
"Nevada","60.to.64.years",56980,2007
"Nevada","65.to.74.years",74754,2007
"Nevada","75.to.84.years",43068,2007
"Nevada","85.years.and.over",8373,2007
"New Hampshire","total",371658,2007
"New Hampshire","15.to.24.years",2530,2007
"New Hampshire","25.to.34.years",34510,2007
"New Hampshire","35.to.44.years",82327,2007
"New Hampshire","45.to.54.years",100595,2007
"New Hampshire","55.to.59.years",42399,2007
"New Hampshire","60.to.64.years",33782,2007
"New Hampshire","65.to.74.years",41965,2007
"New Hampshire","75.to.84.years",25969,2007
"New Hampshire","85.years.and.over",7581,2007
"New Jersey","total",2118998,2007
"New Jersey","15.to.24.years",9518,2007
"New Jersey","25.to.34.years",188321,2007
"New Jersey","35.to.44.years",454064,2007
"New Jersey","45.to.54.years",543998,2007
"New Jersey","55.to.59.years",226785,2007
"New Jersey","60.to.64.years",193020,2007
"New Jersey","65.to.74.years",260768,2007
"New Jersey","75.to.84.years",184121,2007
"New Jersey","85.years.and.over",58403,2007
"New Mexico","total",514491,2007
"New Mexico","15.to.24.years",8843,2007
"New Mexico","25.to.34.years",56521,2007
"New Mexico","35.to.44.years",90760,2007
"New Mexico","45.to.54.years",122790,2007
"New Mexico","55.to.59.years",57636,2007
"New Mexico","60.to.64.years",45717,2007
"New Mexico","65.to.74.years",72233,2007
"New Mexico","75.to.84.years",45588,2007
"New Mexico","85.years.and.over",14403,2007
"New York","total",3941790,2007
"New York","15.to.24.years",30422,2007
"New York","25.to.34.years",339474,2007
"New York","35.to.44.years",762749,2007
"New York","45.to.54.years",993356,2007
"New York","55.to.59.years",450385,2007
"New York","60.to.64.years",375691,2007
"New York","65.to.74.years",507555,2007
"New York","75.to.84.years",366464,2007
"New York","85.years.and.over",115694,2007
"North Carolina","total",2418252,2007
"North Carolina","15.to.24.years",32610,2007
"North Carolina","25.to.34.years",278254,2007
"North Carolina","35.to.44.years",490914,2007
"North Carolina","45.to.54.years",554821,2007
"North Carolina","55.to.59.years",259801,2007
"North Carolina","60.to.64.years",231661,2007
"North Carolina","65.to.74.years",312609,2007
"North Carolina","75.to.84.years",198575,2007
"North Carolina","85.years.and.over",59007,2007
"North Dakota","total",178590,2007
"North Dakota","15.to.24.years",5020,2007
"North Dakota","25.to.34.years",20541,2007
"North Dakota","35.to.44.years",31888,2007
"North Dakota","45.to.54.years",44025,2007
"North Dakota","55.to.59.years",19787,2007
"North Dakota","60.to.64.years",15340,2007
"North Dakota","65.to.74.years",20318,2007
"North Dakota","75.to.84.years",17183,2007
"North Dakota","85.years.and.over",4488,2007
"Ohio","total",3139659,2007
"Ohio","15.to.24.years",31850,2007
"Ohio","25.to.34.years",361561,2007
"Ohio","35.to.44.years",602153,2007
"Ohio","45.to.54.years",754628,2007
"Ohio","55.to.59.years",345442,2007
"Ohio","60.to.64.years",275341,2007
"Ohio","65.to.74.years",400020,2007
"Ohio","75.to.84.years",287057,2007
"Ohio","85.years.and.over",81607,2007
"Oklahoma","total",955146,2007
"Oklahoma","15.to.24.years",21038,2007
"Oklahoma","25.to.34.years",111498,2007
"Oklahoma","35.to.44.years",167081,2007
"Oklahoma","45.to.54.years",211384,2007
"Oklahoma","55.to.59.years",101027,2007
"Oklahoma","60.to.64.years",92249,2007
"Oklahoma","65.to.74.years",132138,2007
"Oklahoma","75.to.84.years",93196,2007
"Oklahoma","85.years.and.over",25535,2007
"Oregon","total",950773,2007
"Oregon","15.to.24.years",8503,2007
"Oregon","25.to.34.years",103261,2007
"Oregon","35.to.44.years",175149,2007
"Oregon","45.to.54.years",223980,2007
"Oregon","55.to.59.years",116006,2007
"Oregon","60.to.64.years",91689,2007
"Oregon","65.to.74.years",120837,2007
"Oregon","75.to.84.years",85727,2007
"Oregon","85.years.and.over",25621,2007
"Pennsylvania","total",3491156,2007
"Pennsylvania","15.to.24.years",31153,2007
"Pennsylvania","25.to.34.years",344522,2007
"Pennsylvania","35.to.44.years",658970,2007
"Pennsylvania","45.to.54.years",851815,2007
"Pennsylvania","55.to.59.years",382911,2007
"Pennsylvania","60.to.64.years",318759,2007
"Pennsylvania","65.to.74.years",448786,2007
"Pennsylvania","75.to.84.years",352856,2007
"Pennsylvania","85.years.and.over",101384,2007
"Rhode Island","total",256033,2007
"Rhode Island","15.to.24.years",1691,2007
"Rhode Island","25.to.34.years",22969,2007
"Rhode Island","35.to.44.years",53426,2007
"Rhode Island","45.to.54.years",66273,2007
"Rhode Island","55.to.59.years",29840,2007
"Rhode Island","60.to.64.years",23619,2007
"Rhode Island","65.to.74.years",29113,2007
"Rhode Island","75.to.84.years",22862,2007
"Rhode Island","85.years.and.over",6240,2007
"South Carolina","total",1192466,2007
"South Carolina","15.to.24.years",17418,2007
"South Carolina","25.to.34.years",131341,2007
"South Carolina","35.to.44.years",225473,2007
"South Carolina","45.to.54.years",270922,2007
"South Carolina","55.to.59.years",133327,2007
"South Carolina","60.to.64.years",117047,2007
"South Carolina","65.to.74.years",163256,2007
"South Carolina","75.to.84.years",106577,2007
"South Carolina","85.years.and.over",27105,2007
"South Dakota","total",213029,2007
"South Dakota","15.to.24.years",4340,2007
"South Dakota","25.to.34.years",26742,2007
"South Dakota","35.to.44.years",37067,2007
"South Dakota","45.to.54.years",52729,2007
"South Dakota","55.to.59.years",23852,2007
"South Dakota","60.to.64.years",17908,2007
"South Dakota","65.to.74.years",25875,2007
"South Dakota","75.to.84.years",19020,2007
"South Dakota","85.years.and.over",5496,2007
"Tennessee","total",1683930,2007
"Tennessee","15.to.24.years",21513,2007
"Tennessee","25.to.34.years",196895,2007
"Tennessee","35.to.44.years",332371,2007
"Tennessee","45.to.54.years",383442,2007
"Tennessee","55.to.59.years",179639,2007
"Tennessee","60.to.64.years",160478,2007
"Tennessee","65.to.74.years",226048,2007
"Tennessee","75.to.84.years",142998,2007
"Tennessee","85.years.and.over",40546,2007
"Texas","total",5373524,2007
"Texas","15.to.24.years",75736,2007
"Texas","25.to.34.years",674016,2007
"Texas","35.to.44.years",1146456,2007
"Texas","45.to.54.years",1306548,2007
"Texas","55.to.59.years",563343,2007
"Texas","60.to.64.years",454511,2007
"Texas","65.to.74.years",629850,2007
"Texas","75.to.84.years",410292,2007
"Texas","85.years.and.over",112772,2007
"Utah","total",599201,2007
"Utah","15.to.24.years",14489,2007
"Utah","25.to.34.years",108345,2007
"Utah","35.to.44.years",118610,2007
"Utah","45.to.54.years",133008,2007
"Utah","55.to.59.years",55874,2007
"Utah","60.to.64.years",48695,2007
"Utah","65.to.74.years",62997,2007
"Utah","75.to.84.years",42051,2007
"Utah","85.years.and.over",15132,2007
"Vermont","total",183920,2007
"Vermont","15.to.24.years",1877,2007
"Vermont","25.to.34.years",17192,2007
"Vermont","35.to.44.years",33148,2007
"Vermont","45.to.54.years",48137,2007
"Vermont","55.to.59.years",23909,2007
"Vermont","60.to.64.years",17255,2007
"Vermont","65.to.74.years",22207,2007
"Vermont","75.to.84.years",16159,2007
"Vermont","85.years.and.over",4036,2007
"Virginia","total",2038098,2007
"Virginia","15.to.24.years",24884,2007
"Virginia","25.to.34.years",226607,2007
"Virginia","35.to.44.years",417437,2007
"Virginia","45.to.54.years",498371,2007
"Virginia","55.to.59.years",225028,2007
"Virginia","60.to.64.years",189480,2007
"Virginia","65.to.74.years",249787,2007
"Virginia","75.to.84.years",154852,2007
"Virginia","85.years.and.over",51652,2007
"Washington","total",1652733,2007
"Washington","15.to.24.years",16477,2007
"Washington","25.to.34.years",190855,2007
"Washington","35.to.44.years",331211,2007
"Washington","45.to.54.years",412929,2007
"Washington","55.to.59.years",184445,2007
"Washington","60.to.64.years",158356,2007
"Washington","65.to.74.years",196610,2007
"Washington","75.to.84.years",122347,2007
"Washington","85.years.and.over",39503,2007
"West Virginia","total",549401,2007
"West Virginia","15.to.24.years",6748,2007
"West Virginia","25.to.34.years",54618,2007
"West Virginia","35.to.44.years",96703,2007
"West Virginia","45.to.54.years",120980,2007
"West Virginia","55.to.59.years",64922,2007
"West Virginia","60.to.64.years",51122,2007
"West Virginia","65.to.74.years",77664,2007
"West Virginia","75.to.84.years",57498,2007
"West Virginia","85.years.and.over",19146,2007
"Wisconsin","total",1570851,2007
"Wisconsin","15.to.24.years",24018,2007
"Wisconsin","25.to.34.years",186882,2007
"Wisconsin","35.to.44.years",309175,2007
"Wisconsin","45.to.54.years",397109,2007
"Wisconsin","55.to.59.years",167499,2007
"Wisconsin","60.to.64.years",133827,2007
"Wisconsin","65.to.74.years",183116,2007
"Wisconsin","75.to.84.years",131418,2007
"Wisconsin","85.years.and.over",37807,2007
"Wyoming","total",142770,2007
"Wyoming","15.to.24.years",3519,2007
"Wyoming","25.to.34.years",16461,2007
"Wyoming","35.to.44.years",22983,2007
"Wyoming","45.to.54.years",37759,2007
"Wyoming","55.to.59.years",16563,2007
"Wyoming","60.to.64.years",14457,2007
"Wyoming","65.to.74.years",18300,2007
"Wyoming","75.to.84.years",9992,2007
"Wyoming","85.years.and.over",2736,2007
"Puerto Rico","total",894308,2007
"Puerto Rico","15.to.24.years",7341,2007
"Puerto Rico","25.to.34.years",81215,2007
"Puerto Rico","35.to.44.years",154678,2007
"Puerto Rico","45.to.54.years",185075,2007
"Puerto Rico","55.to.59.years",98801,2007
"Puerto Rico","60.to.64.years",99721,2007
"Puerto Rico","65.to.74.years",153344,2007
"Puerto Rico","75.to.84.years",87057,2007
"Puerto Rico","85.years.and.over",27076,2007
"Alabama","total",1289155,2008
"Alabama","15.to.24.years",19683,2008
"Alabama","25.to.34.years",137974,2008
"Alabama","35.to.44.years",233251,2008
"Alabama","45.to.54.years",288208,2008
"Alabama","55.to.59.years",137246,2008
"Alabama","60.to.64.years",125320,2008
"Alabama","65.to.74.years",190122,2008
"Alabama","75.to.84.years",117588,2008
"Alabama","85.years.and.over",39763,2008
"Alaska","total",154334,2008
"Alaska","15.to.24.years",2663,2008
"Alaska","25.to.34.years",17284,2008
"Alaska","35.to.44.years",30677,2008
"Alaska","45.to.54.years",45015,2008
"Alaska","55.to.59.years",21739,2008
"Alaska","60.to.64.years",13448,2008
"Alaska","65.to.74.years",15253,2008
"Alaska","75.to.84.years",6996,2008
"Alaska","85.years.and.over",1259,2008
"Arizona","total",1548890,2008
"Arizona","15.to.24.years",17963,2008
"Arizona","25.to.34.years",175315,2008
"Arizona","35.to.44.years",277241,2008
"Arizona","45.to.54.years",331857,2008
"Arizona","55.to.59.years",163225,2008
"Arizona","60.to.64.years",146777,2008
"Arizona","65.to.74.years",229404,2008
"Arizona","75.to.84.years",159912,2008
"Arizona","85.years.and.over",47196,2008
"Arkansas","total",750639,2008
"Arkansas","15.to.24.years",13046,2008
"Arkansas","25.to.34.years",85176,2008
"Arkansas","35.to.44.years",131163,2008
"Arkansas","45.to.54.years",155514,2008
"Arkansas","55.to.59.years",74827,2008
"Arkansas","60.to.64.years",80208,2008
"Arkansas","65.to.74.years",114054,2008
"Arkansas","75.to.84.years",74397,2008
"Arkansas","85.years.and.over",22254,2008
"California","total",6946432,2008
"California","15.to.24.years",48934,2008
"California","25.to.34.years",594437,2008
"California","35.to.44.years",1370085,2008
"California","45.to.54.years",1759053,2008
"California","55.to.59.years",777752,2008
"California","60.to.64.years",659506,2008
"California","65.to.74.years",898722,2008
"California","75.to.84.years",613536,2008
"California","85.years.and.over",224407,2008
"Colorado","total",1280814,2008
"Colorado","15.to.24.years",16245,2008
"Colorado","25.to.34.years",158550,2008
"Colorado","35.to.44.years",264483,2008
"Colorado","45.to.54.years",326714,2008
"Colorado","55.to.59.years",145793,2008
"Colorado","60.to.64.years",119229,2008
"Colorado","65.to.74.years",143076,2008
"Colorado","75.to.84.years",82097,2008
"Colorado","85.years.and.over",24627,2008
"Connecticut","total",917062,2008
"Connecticut","15.to.24.years",5126,2008
"Connecticut","25.to.34.years",84006,2008
"Connecticut","35.to.44.years",184000,2008
"Connecticut","45.to.54.years",239896,2008
"Connecticut","55.to.59.years",96546,2008
"Connecticut","60.to.64.years",88806,2008
"Connecticut","65.to.74.years",113057,2008
"Connecticut","75.to.84.years",77015,2008
"Connecticut","85.years.and.over",28610,2008
"Delaware","total",241544,2008
"Delaware","15.to.24.years",3292,2008
"Delaware","25.to.34.years",23759,2008
"Delaware","35.to.44.years",45314,2008
"Delaware","45.to.54.years",57269,2008
"Delaware","55.to.59.years",24887,2008
"Delaware","60.to.64.years",26112,2008
"Delaware","65.to.74.years",34500,2008
"Delaware","75.to.84.years",20278,2008
"Delaware","85.years.and.over",6133,2008
"District of Columbia","total",108571,2008
"District of Columbia","15.to.24.years",448,2008
"District of Columbia","25.to.34.years",12123,2008
"District of Columbia","35.to.44.years",24163,2008
"District of Columbia","45.to.54.years",20939,2008
"District of Columbia","55.to.59.years",10892,2008
"District of Columbia","60.to.64.years",11866,2008
"District of Columbia","65.to.74.years",13904,2008
"District of Columbia","75.to.84.years",9932,2008
"District of Columbia","85.years.and.over",4304,2008
"Florida","total",4916497,2008
"Florida","15.to.24.years",44954,2008
"Florida","25.to.34.years",414337,2008
"Florida","35.to.44.years",814360,2008
"Florida","45.to.54.years",1041902,2008
"Florida","55.to.59.years",502916,2008
"Florida","60.to.64.years",482240,2008
"Florida","65.to.74.years",777792,2008
"Florida","75.to.84.years",636644,2008
"Florida","85.years.and.over",201352,2008
"Georgia","total",2340305,2008
"Georgia","15.to.24.years",26510,2008
"Georgia","25.to.34.years",272921,2008
"Georgia","35.to.44.years",519968,2008
"Georgia","45.to.54.years",574966,2008
"Georgia","55.to.59.years",249585,2008
"Georgia","60.to.64.years",210807,2008
"Georgia","65.to.74.years",282780,2008
"Georgia","75.to.84.years",156998,2008
"Georgia","85.years.and.over",45770,2008
"Hawaii","total",258365,2008
"Hawaii","15.to.24.years",1577,2008
"Hawaii","25.to.34.years",17066,2008
"Hawaii","35.to.44.years",40385,2008
"Hawaii","45.to.54.years",59472,2008
"Hawaii","55.to.59.years",30915,2008
"Hawaii","60.to.64.years",27077,2008
"Hawaii","65.to.74.years",39190,2008
"Hawaii","75.to.84.years",31834,2008
"Hawaii","85.years.and.over",10849,2008
"Idaho","total",401098,2008
"Idaho","15.to.24.years",7041,2008
"Idaho","25.to.34.years",53301,2008
"Idaho","35.to.44.years",72806,2008
"Idaho","45.to.54.years",93392,2008
"Idaho","55.to.59.years",45334,2008
"Idaho","60.to.64.years",35273,2008
"Idaho","65.to.74.years",52252,2008
"Idaho","75.to.84.years",31066,2008
"Idaho","85.years.and.over",10633,2008
"Illinois","total",3301796,2008
"Illinois","15.to.24.years",36796,2008
"Illinois","25.to.34.years",390702,2008
"Illinois","35.to.44.years",670901,2008
"Illinois","45.to.54.years",803303,2008
"Illinois","55.to.59.years",347927,2008
"Illinois","60.to.64.years",277030,2008
"Illinois","65.to.74.years",404718,2008
"Illinois","75.to.84.years",270980,2008
"Illinois","85.years.and.over",99439,2008
"Indiana","total",1781719,2008
"Indiana","15.to.24.years",25555,2008
"Indiana","25.to.34.years",226383,2008
"Indiana","35.to.44.years",339579,2008
"Indiana","45.to.54.years",422319,2008
"Indiana","55.to.59.years",186738,2008
"Indiana","60.to.64.years",161629,2008
"Indiana","65.to.74.years",221837,2008
"Indiana","75.to.84.years",152980,2008
"Indiana","85.years.and.over",44699,2008
"Iowa","total",885884,2008
"Iowa","15.to.24.years",19813,2008
"Iowa","25.to.34.years",109512,2008
"Iowa","35.to.44.years",158356,2008
"Iowa","45.to.54.years",201349,2008
"Iowa","55.to.59.years",95152,2008
"Iowa","60.to.64.years",77117,2008
"Iowa","65.to.74.years",112599,2008
"Iowa","75.to.84.years",83989,2008
"Iowa","85.years.and.over",27997,2008
"Kansas","total",771197,2008
"Kansas","15.to.24.years",18323,2008
"Kansas","25.to.34.years",98411,2008
"Kansas","35.to.44.years",136387,2008
"Kansas","45.to.54.years",186156,2008
"Kansas","55.to.59.years",81131,2008
"Kansas","60.to.64.years",66844,2008
"Kansas","65.to.74.years",93449,2008
"Kansas","75.to.84.years",66259,2008
"Kansas","85.years.and.over",24237,2008
"Kentucky","total",1172529,2008
"Kentucky","15.to.24.years",14933,2008
"Kentucky","25.to.34.years",135946,2008
"Kentucky","35.to.44.years",218060,2008
"Kentucky","45.to.54.years",270017,2008
"Kentucky","55.to.59.years",126283,2008
"Kentucky","60.to.64.years",112217,2008
"Kentucky","65.to.74.years",161393,2008
"Kentucky","75.to.84.years",103418,2008
"Kentucky","85.years.and.over",30262,2008
"Louisiana","total",1113926,2008
"Louisiana","15.to.24.years",22451,2008
"Louisiana","25.to.34.years",128992,2008
"Louisiana","35.to.44.years",198992,2008
"Louisiana","45.to.54.years",262248,2008
"Louisiana","55.to.59.years",121595,2008
"Louisiana","60.to.64.years",104979,2008
"Louisiana","65.to.74.years",150816,2008
"Louisiana","75.to.84.years",95672,2008
"Louisiana","85.years.and.over",28181,2008
"Maine","total",391262,2008
"Maine","15.to.24.years",2362,2008
"Maine","25.to.34.years",34872,2008
"Maine","35.to.44.years",71644,2008
"Maine","45.to.54.years",100020,2008
"Maine","55.to.59.years",47666,2008
"Maine","60.to.64.years",42575,2008
"Maine","65.to.74.years",48672,2008
"Maine","75.to.84.years",33384,2008
"Maine","85.years.and.over",10067,2008
"Maryland","total",1453733,2008
"Maryland","15.to.24.years",10289,2008
"Maryland","25.to.34.years",147814,2008
"Maryland","35.to.44.years",300851,2008
"Maryland","45.to.54.years",371606,2008
"Maryland","55.to.59.years",163529,2008
"Maryland","60.to.64.years",138197,2008
"Maryland","65.to.74.years",182329,2008
"Maryland","75.to.84.years",106754,2008
"Maryland","85.years.and.over",32364,2008
"Massachusetts","total",1592324,2008
"Massachusetts","15.to.24.years",8404,2008
"Massachusetts","25.to.34.years",140812,2008
"Massachusetts","35.to.44.years",321581,2008
"Massachusetts","45.to.54.years",411883,2008
"Massachusetts","55.to.59.years",181840,2008
"Massachusetts","60.to.64.years",157131,2008
"Massachusetts","65.to.74.years",194775,2008
"Massachusetts","75.to.84.years",131732,2008
"Massachusetts","85.years.and.over",44166,2008
"Michigan","total",2819355,2008
"Michigan","15.to.24.years",32015,2008
"Michigan","25.to.34.years",305217,2008
"Michigan","35.to.44.years",538169,2008
"Michigan","45.to.54.years",687560,2008
"Michigan","55.to.59.years",309523,2008
"Michigan","60.to.64.years",261658,2008
"Michigan","65.to.74.years",363459,2008
"Michigan","75.to.84.years",244284,2008
"Michigan","85.years.and.over",77470,2008
"Minnesota","total",1559939,2008
"Minnesota","15.to.24.years",27264,2008
"Minnesota","25.to.34.years",209636,2008
"Minnesota","35.to.44.years",316011,2008
"Minnesota","45.to.54.years",392377,2008
"Minnesota","55.to.59.years",164509,2008
"Minnesota","60.to.64.years",129610,2008
"Minnesota","65.to.74.years",174131,2008
"Minnesota","75.to.84.years",112634,2008
"Minnesota","85.years.and.over",33767,2008
"Mississippi","total",766976,2008
"Mississippi","15.to.24.years",12085,2008
"Mississippi","25.to.34.years",84089,2008
"Mississippi","35.to.44.years",143062,2008
"Mississippi","45.to.54.years",172784,2008
"Mississippi","55.to.59.years",79127,2008
"Mississippi","60.to.64.years",74542,2008
"Mississippi","65.to.74.years",109761,2008
"Mississippi","75.to.84.years",68236,2008
"Mississippi","85.years.and.over",23290,2008
"Missouri","total",1633448,2008
"Missouri","15.to.24.years",27707,2008
"Missouri","25.to.34.years",198662,2008
"Missouri","35.to.44.years",296710,2008
"Missouri","45.to.54.years",378387,2008
"Missouri","55.to.59.years",171847,2008
"Missouri","60.to.64.years",152241,2008
"Missouri","65.to.74.years",218671,2008
"Missouri","75.to.84.years",144781,2008
"Missouri","85.years.and.over",44442,2008
"Montana","total",257354,2008
"Montana","15.to.24.years",3025,2008
"Montana","25.to.34.years",23220,2008
"Montana","35.to.44.years",40544,2008
"Montana","45.to.54.years",63659,2008
"Montana","55.to.59.years",35104,2008
"Montana","60.to.64.years",24498,2008
"Montana","65.to.74.years",36635,2008
"Montana","75.to.84.years",24124,2008
"Montana","85.years.and.over",6545,2008
"Nebraska","total",487991,2008
"Nebraska","15.to.24.years",8842,2008
"Nebraska","25.to.34.years",62933,2008
"Nebraska","35.to.44.years",85045,2008
"Nebraska","45.to.54.years",115081,2008
"Nebraska","55.to.59.years",52656,2008
"Nebraska","60.to.64.years",41736,2008
"Nebraska","65.to.74.years",60484,2008
"Nebraska","75.to.84.years",44970,2008
"Nebraska","85.years.and.over",16244,2008
"Nevada","total",568425,2008
"Nevada","15.to.24.years",6859,2008
"Nevada","25.to.34.years",66358,2008
"Nevada","35.to.44.years",113786,2008
"Nevada","45.to.54.years",129463,2008
"Nevada","55.to.59.years",60431,2008
"Nevada","60.to.64.years",60329,2008
"Nevada","65.to.74.years",78447,2008
"Nevada","75.to.84.years",42973,2008
"Nevada","85.years.and.over",9779,2008
"New Hampshire","total",365450,2008
"New Hampshire","15.to.24.years",2348,2008
"New Hampshire","25.to.34.years",30381,2008
"New Hampshire","35.to.44.years",76251,2008
"New Hampshire","45.to.54.years",103336,2008
"New Hampshire","55.to.59.years",39222,2008
"New Hampshire","60.to.64.years",38102,2008
"New Hampshire","65.to.74.years",42452,2008
"New Hampshire","75.to.84.years",25901,2008
"New Hampshire","85.years.and.over",7457,2008
"New Jersey","total",2113974,2008
"New Jersey","15.to.24.years",9551,2008
"New Jersey","25.to.34.years",177602,2008
"New Jersey","35.to.44.years",441022,2008
"New Jersey","45.to.54.years",542503,2008
"New Jersey","55.to.59.years",229946,2008
"New Jersey","60.to.64.years",199365,2008
"New Jersey","65.to.74.years",267155,2008
"New Jersey","75.to.84.years",181882,2008
"New Jersey","85.years.and.over",64948,2008
"New Mexico","total",512854,2008
"New Mexico","15.to.24.years",10332,2008
"New Mexico","25.to.34.years",51611,2008
"New Mexico","35.to.44.years",89207,2008
"New Mexico","45.to.54.years",113807,2008
"New Mexico","55.to.59.years",58249,2008
"New Mexico","60.to.64.years",50276,2008
"New Mexico","65.to.74.years",76135,2008
"New Mexico","75.to.84.years",48295,2008
"New Mexico","85.years.and.over",14942,2008
"New York","total",3946375,2008
"New York","15.to.24.years",25785,2008
"New York","25.to.34.years",321073,2008
"New York","35.to.44.years",741072,2008
"New York","45.to.54.years",1000511,2008
"New York","55.to.59.years",455692,2008
"New York","60.to.64.years",394908,2008
"New York","65.to.74.years",526802,2008
"New York","75.to.84.years",358217,2008
"New York","85.years.and.over",122315,2008
"North Carolina","total",2451157,2008
"North Carolina","15.to.24.years",30990,2008
"North Carolina","25.to.34.years",281038,2008
"North Carolina","35.to.44.years",489433,2008
"North Carolina","45.to.54.years",567685,2008
"North Carolina","55.to.59.years",261165,2008
"North Carolina","60.to.64.years",240674,2008
"North Carolina","65.to.74.years",322857,2008
"North Carolina","75.to.84.years",202466,2008
"North Carolina","85.years.and.over",54849,2008
"North Dakota","total",182992,2008
"North Dakota","15.to.24.years",5067,2008
"North Dakota","25.to.34.years",23660,2008
"North Dakota","35.to.44.years",30076,2008
"North Dakota","45.to.54.years",43543,2008
"North Dakota","55.to.59.years",21109,2008
"North Dakota","60.to.64.years",14940,2008
"North Dakota","65.to.74.years",21432,2008
"North Dakota","75.to.84.years",17268,2008
"North Dakota","85.years.and.over",5897,2008
"Ohio","total",3113343,2008
"Ohio","15.to.24.years",32588,2008
"Ohio","25.to.34.years",341152,2008
"Ohio","35.to.44.years",575310,2008
"Ohio","45.to.54.years",743749,2008
"Ohio","55.to.59.years",345238,2008
"Ohio","60.to.64.years",286888,2008
"Ohio","65.to.74.years",416661,2008
"Ohio","75.to.84.years",279363,2008
"Ohio","85.years.and.over",92394,2008
"Oklahoma","total",946699,2008
"Oklahoma","15.to.24.years",17296,2008
"Oklahoma","25.to.34.years",110350,2008
"Oklahoma","35.to.44.years",160212,2008
"Oklahoma","45.to.54.years",211405,2008
"Oklahoma","55.to.59.years",104516,2008
"Oklahoma","60.to.64.years",87135,2008
"Oklahoma","65.to.74.years",139696,2008
"Oklahoma","75.to.84.years",88101,2008
"Oklahoma","85.years.and.over",27988,2008
"Oregon","total",948798,2008
"Oregon","15.to.24.years",6512,2008
"Oregon","25.to.34.years",97830,2008
"Oregon","35.to.44.years",165361,2008
"Oregon","45.to.54.years",220632,2008
"Oregon","55.to.59.years",116183,2008
"Oregon","60.to.64.years",103308,2008
"Oregon","65.to.74.years",130414,2008
"Oregon","75.to.84.years",80882,2008
"Oregon","85.years.and.over",27676,2008
"Pennsylvania","total",3474817,2008
"Pennsylvania","15.to.24.years",27434,2008
"Pennsylvania","25.to.34.years",337635,2008
"Pennsylvania","35.to.44.years",641262,2008
"Pennsylvania","45.to.54.years",854360,2008
"Pennsylvania","55.to.59.years",382446,2008
"Pennsylvania","60.to.64.years",329222,2008
"Pennsylvania","65.to.74.years",459674,2008
"Pennsylvania","75.to.84.years",333951,2008
"Pennsylvania","85.years.and.over",108833,2008
"Rhode Island","total",249139,2008
"Rhode Island","15.to.24.years",729,2008
"Rhode Island","25.to.34.years",23534,2008
"Rhode Island","35.to.44.years",47805,2008
"Rhode Island","45.to.54.years",63893,2008
"Rhode Island","55.to.59.years",28483,2008
"Rhode Island","60.to.64.years",25184,2008
"Rhode Island","65.to.74.years",30891,2008
"Rhode Island","75.to.84.years",21868,2008
"Rhode Island","85.years.and.over",6752,2008
"South Carolina","total",1201508,2008
"South Carolina","15.to.24.years",14746,2008
"South Carolina","25.to.34.years",133312,2008
"South Carolina","35.to.44.years",213454,2008
"South Carolina","45.to.54.years",262756,2008
"South Carolina","55.to.59.years",132270,2008
"South Carolina","60.to.64.years",127439,2008
"South Carolina","65.to.74.years",175582,2008
"South Carolina","75.to.84.years",112315,2008
"South Carolina","85.years.and.over",29634,2008
"South Dakota","total",221395,2008
"South Dakota","15.to.24.years",3596,2008
"South Dakota","25.to.34.years",27338,2008
"South Dakota","35.to.44.years",40392,2008
"South Dakota","45.to.54.years",51769,2008
"South Dakota","55.to.59.years",23684,2008
"South Dakota","60.to.64.years",20056,2008
"South Dakota","65.to.74.years",28417,2008
"South Dakota","75.to.84.years",20273,2008
"South Dakota","85.years.and.over",5870,2008
"Tennessee","total",1700137,2008
"Tennessee","15.to.24.years",20940,2008
"Tennessee","25.to.34.years",194260,2008
"Tennessee","35.to.44.years",320585,2008
