"NAME","Age_Range","Total","year"
"Vermont","35.to.44.years",13546,2007
"Vermont","45.to.54.years",11357,2007
"Vermont","55.to.59.years",4020,2007
"Vermont","60.to.64.years",3808,2007
"Vermont","65.to.74.years",4512,2007
"Vermont","75.to.84.years",3424,2007
"Vermont","85.years.and.over",1892,2007
"Virginia","total",894136,2007
"Virginia","15.to.24.years",109201,2007
"Virginia","25.to.34.years",239502,2007
"Virginia","35.to.44.years",209120,2007
"Virginia","45.to.54.years",147321,2007
"Virginia","55.to.59.years",51425,2007
"Virginia","60.to.64.years",38525,2007
"Virginia","65.to.74.years",45596,2007
"Virginia","75.to.84.years",34580,2007
"Virginia","85.years.and.over",18866,2007
"Washington","total",848776,2007
"Washington","15.to.24.years",104399,2007
"Washington","25.to.34.years",235181,2007
"Washington","35.to.44.years",172546,2007
"Washington","45.to.54.years",139133,2007
"Washington","55.to.59.years",50219,2007
"Washington","60.to.64.years",41027,2007
"Washington","65.to.74.years",44690,2007
"Washington","75.to.84.years",35962,2007
"Washington","85.years.and.over",25619,2007
"West Virginia","total",184448,2007
"West Virginia","15.to.24.years",25456,2007
"West Virginia","25.to.34.years",47168,2007
"West Virginia","35.to.44.years",35500,2007
"West Virginia","45.to.54.years",28611,2007
"West Virginia","55.to.59.years",12235,2007
"West Virginia","60.to.64.years",9865,2007
"West Virginia","65.to.74.years",12083,2007
"West Virginia","75.to.84.years",8916,2007
"West Virginia","85.years.and.over",4614,2007
"Wisconsin","total",670746,2007
"Wisconsin","15.to.24.years",107176,2007
"Wisconsin","25.to.34.years",167149,2007
"Wisconsin","35.to.44.years",118825,2007
"Wisconsin","45.to.54.years",102088,2007
"Wisconsin","55.to.59.years",37857,2007
"Wisconsin","60.to.64.years",27899,2007
"Wisconsin","65.to.74.years",38694,2007
"Wisconsin","75.to.84.years",42550,2007
"Wisconsin","85.years.and.over",28508,2007
"Wyoming","total",63366,2007
"Wyoming","15.to.24.years",11095,2007
"Wyoming","25.to.34.years",16163,2007
"Wyoming","35.to.44.years",10877,2007
"Wyoming","45.to.54.years",10763,2007
"Wyoming","55.to.59.years",4744,2007
"Wyoming","60.to.64.years",2250,2007
"Wyoming","65.to.74.years",3432,2007
"Wyoming","75.to.84.years",2829,2007
"Wyoming","85.years.and.over",1213,2007
"Puerto Rico","total",309977,2007
"Puerto Rico","15.to.24.years",20693,2007
"Puerto Rico","25.to.34.years",74230,2007
"Puerto Rico","35.to.44.years",71064,2007
"Puerto Rico","45.to.54.years",56637,2007
"Puerto Rico","55.to.59.years",25364,2007
"Puerto Rico","60.to.64.years",17590,2007
"Puerto Rico","65.to.74.years",25723,2007
"Puerto Rico","75.to.84.years",13797,2007
"Puerto Rico","85.years.and.over",4879,2007
"Alabama","total",526710,2008
"Alabama","15.to.24.years",75835,2008
"Alabama","25.to.34.years",135933,2008
"Alabama","35.to.44.years",100533,2008
"Alabama","45.to.54.years",92158,2008
"Alabama","55.to.59.years",30664,2008
"Alabama","60.to.64.years",25795,2008
"Alabama","65.to.74.years",30384,2008
"Alabama","75.to.84.years",24175,2008
"Alabama","85.years.and.over",11233,2008
"Alaska","total",83273,2008
"Alaska","15.to.24.years",13418,2008
"Alaska","25.to.34.years",24976,2008
"Alaska","35.to.44.years",17348,2008
"Alaska","45.to.54.years",13734,2008
"Alaska","55.to.59.years",5474,2008
"Alaska","60.to.64.years",3039,2008
"Alaska","65.to.74.years",3398,2008
"Alaska","75.to.84.years",1658,2008
"Alaska","85.years.and.over",228,2008
"Arizona","total",724952,2008
"Arizona","15.to.24.years",82748,2008
"Arizona","25.to.34.years",209232,2008
"Arizona","35.to.44.years",157581,2008
"Arizona","45.to.54.years",120247,2008
"Arizona","55.to.59.years",40465,2008
"Arizona","60.to.64.years",33502,2008
"Arizona","65.to.74.years",31845,2008
"Arizona","75.to.84.years",29268,2008
"Arizona","85.years.and.over",20064,2008
"Arkansas","total",363402,2008
"Arkansas","15.to.24.years",53987,2008
"Arkansas","25.to.34.years",91130,2008
"Arkansas","35.to.44.years",70093,2008
"Arkansas","45.to.54.years",65561,2008
"Arkansas","55.to.59.years",20726,2008
"Arkansas","60.to.64.years",16213,2008
"Arkansas","65.to.74.years",19852,2008
"Arkansas","75.to.84.years",17926,2008
"Arkansas","85.years.and.over",7914,2008
"California","total",5230328,2008
"California","15.to.24.years",445972,2008
"California","25.to.34.years",1387077,2008
"California","35.to.44.years",1248963,2008
"California","45.to.54.years",970991,2008
"California","55.to.59.years",330298,2008
"California","60.to.64.years",238496,2008
"California","65.to.74.years",299653,2008
"California","75.to.84.years",208051,2008
"California","85.years.and.over",100827,2008
"Colorado","total",617021,2008
"Colorado","15.to.24.years",90043,2008
"Colorado","25.to.34.years",186969,2008
"Colorado","35.to.44.years",127606,2008
"Colorado","45.to.54.years",96246,2008
"Colorado","55.to.59.years",32653,2008
"Colorado","60.to.64.years",25234,2008
"Colorado","65.to.74.years",25182,2008
"Colorado","75.to.84.years",20088,2008
"Colorado","85.years.and.over",13000,2008
"Connecticut","total",412243,2008
"Connecticut","15.to.24.years",36032,2008
"Connecticut","25.to.34.years",96677,2008
"Connecticut","35.to.44.years",86117,2008
"Connecticut","45.to.54.years",74299,2008
"Connecticut","55.to.59.years",25910,2008
"Connecticut","60.to.64.years",20401,2008
"Connecticut","65.to.74.years",30003,2008
"Connecticut","75.to.84.years",25619,2008
"Connecticut","85.years.and.over",17185,2008
"Delaware","total",87110,2008
"Delaware","15.to.24.years",10284,2008
"Delaware","25.to.34.years",23476,2008
"Delaware","35.to.44.years",17595,2008
"Delaware","45.to.54.years",14678,2008
"Delaware","55.to.59.years",4587,2008
"Delaware","60.to.64.years",3834,2008
"Delaware","65.to.74.years",5166,2008
"Delaware","75.to.84.years",4684,2008
"Delaware","85.years.and.over",2806,2008
"District of Columbia","total",141425,2008
"District of Columbia","15.to.24.years",13689,2008
"District of Columbia","25.to.34.years",42983,2008
"District of Columbia","35.to.44.years",25863,2008
"District of Columbia","45.to.54.years",23331,2008
"District of Columbia","55.to.59.years",9703,2008
"District of Columbia","60.to.64.years",7658,2008
"District of Columbia","65.to.74.years",10141,2008
"District of Columbia","75.to.84.years",5803,2008
"District of Columbia","85.years.and.over",2254,2008
"Florida","total",2140788,2008
"Florida","15.to.24.years",230291,2008
"Florida","25.to.34.years",557139,2008
"Florida","35.to.44.years",461037,2008
"Florida","45.to.54.years",371950,2008
"Florida","55.to.59.years",125021,2008
"Florida","60.to.64.years",99319,2008
"Florida","65.to.74.years",127595,2008
"Florida","75.to.84.years",103368,2008
"Florida","85.years.and.over",65068,2008
"Georgia","total",1129540,2008
"Georgia","15.to.24.years",133789,2008
"Georgia","25.to.34.years",324816,2008
"Georgia","35.to.44.years",264118,2008
"Georgia","45.to.54.years",187640,2008
"Georgia","55.to.59.years",65552,2008
"Georgia","60.to.64.years",51291,2008
"Georgia","65.to.74.years",55936,2008
"Georgia","75.to.84.years",31039,2008
"Georgia","85.years.and.over",15359,2008
"Hawaii","total",178740,2008
"Hawaii","15.to.24.years",18449,2008
"Hawaii","25.to.34.years",42732,2008
"Hawaii","35.to.44.years",39323,2008
"Hawaii","45.to.54.years",30275,2008
"Hawaii","55.to.59.years",13556,2008
"Hawaii","60.to.64.years",8980,2008
"Hawaii","65.to.74.years",11348,2008
"Hawaii","75.to.84.years",10395,2008
"Hawaii","85.years.and.over",3682,2008
"Idaho","total",164906,2008
"Idaho","15.to.24.years",33483,2008
"Idaho","25.to.34.years",46728,2008
"Idaho","35.to.44.years",29658,2008
"Idaho","45.to.54.years",21285,2008
"Idaho","55.to.59.years",9653,2008
"Idaho","60.to.64.years",6990,2008
"Idaho","65.to.74.years",7386,2008
"Idaho","75.to.84.years",5987,2008
"Idaho","85.years.and.over",3736,2008
"Illinois","total",1464456,2008
"Illinois","15.to.24.years",171022,2008
"Illinois","25.to.34.years",399927,2008
"Illinois","35.to.44.years",290483,2008
"Illinois","45.to.54.years",234164,2008
"Illinois","55.to.59.years",93301,2008
"Illinois","60.to.64.years",69630,2008
"Illinois","65.to.74.years",93445,2008
"Illinois","75.to.84.years",74618,2008
"Illinois","85.years.and.over",37866,2008
"Indiana","total",698851,2008
"Indiana","15.to.24.years",100422,2008
"Indiana","25.to.34.years",185716,2008
"Indiana","35.to.44.years",137126,2008
"Indiana","45.to.54.years",111907,2008
"Indiana","55.to.59.years",40099,2008
"Indiana","60.to.64.years",32059,2008
"Indiana","65.to.74.years",41224,2008
"Indiana","75.to.84.years",32432,2008
"Indiana","85.years.and.over",17866,2008
"Iowa","total",329467,2008
"Iowa","15.to.24.years",63950,2008
"Iowa","25.to.34.years",75581,2008
"Iowa","35.to.44.years",55795,2008
"Iowa","45.to.54.years",48893,2008
"Iowa","55.to.59.years",17271,2008
"Iowa","60.to.64.years",14086,2008
"Iowa","65.to.74.years",18790,2008
"Iowa","75.to.84.years",20724,2008
"Iowa","85.years.and.over",14377,2008
"Kansas","total",339632,2008
"Kansas","15.to.24.years",60826,2008
"Kansas","25.to.34.years",89393,2008
"Kansas","35.to.44.years",61534,2008
"Kansas","45.to.54.years",51255,2008
"Kansas","55.to.59.years",16256,2008
"Kansas","60.to.64.years",13918,2008
"Kansas","65.to.74.years",18255,2008
"Kansas","75.to.84.years",17164,2008
"Kansas","85.years.and.over",11031,2008
"Kentucky","total",513748,2008
"Kentucky","15.to.24.years",64997,2008
"Kentucky","25.to.34.years",135672,2008
"Kentucky","35.to.44.years",105152,2008
"Kentucky","45.to.54.years",85098,2008
"Kentucky","55.to.59.years",32926,2008
"Kentucky","60.to.64.years",24947,2008
"Kentucky","65.to.74.years",31521,2008
"Kentucky","75.to.84.years",21768,2008
"Kentucky","85.years.and.over",11667,2008
"Louisiana","total",511227,2008
"Louisiana","15.to.24.years",75860,2008
"Louisiana","25.to.34.years",135813,2008
"Louisiana","35.to.44.years",96895,2008
"Louisiana","45.to.54.years",89000,2008
"Louisiana","55.to.59.years",30489,2008
"Louisiana","60.to.64.years",25079,2008
"Louisiana","65.to.74.years",30618,2008
"Louisiana","75.to.84.years",18981,2008
"Louisiana","85.years.and.over",8492,2008
"Maine","total",151101,2008
"Maine","15.to.24.years",17333,2008
"Maine","25.to.34.years",36826,2008
"Maine","35.to.44.years",26912,2008
"Maine","45.to.54.years",25097,2008
"Maine","55.to.59.years",8365,2008
"Maine","60.to.64.years",6410,2008
"Maine","65.to.74.years",13397,2008
"Maine","75.to.84.years",11189,2008
"Maine","85.years.and.over",5572,2008
"Maryland","total",638959,2008
"Maryland","15.to.24.years",62466,2008
"Maryland","25.to.34.years",162372,2008
"Maryland","35.to.44.years",139004,2008
"Maryland","45.to.54.years",114457,2008
"Maryland","55.to.59.years",41160,2008
"Maryland","60.to.64.years",29415,2008
"Maryland","65.to.74.years",38791,2008
"Maryland","75.to.84.years",31754,2008
"Maryland","85.years.and.over",19540,2008
"Massachusetts","total",874999,2008
"Massachusetts","15.to.24.years",73750,2008
"Massachusetts","25.to.34.years",221291,2008
"Massachusetts","35.to.44.years",182205,2008
"Massachusetts","45.to.54.years",147485,2008
"Massachusetts","55.to.59.years",53586,2008
"Massachusetts","60.to.64.years",43666,2008
"Massachusetts","65.to.74.years",66563,2008
"Massachusetts","75.to.84.years",54484,2008
"Massachusetts","85.years.and.over",31969,2008
"Michigan","total",991446,2008
"Michigan","15.to.24.years",131105,2008
"Michigan","25.to.34.years",253229,2008
"Michigan","35.to.44.years",191320,2008
"Michigan","45.to.54.years",162641,2008
"Michigan","55.to.59.years",65917,2008
"Michigan","60.to.64.years",46263,2008
"Michigan","65.to.74.years",62010,2008
"Michigan","75.to.84.years",48742,2008
"Michigan","85.years.and.over",30219,2008
"Minnesota","total",529510,2008
"Minnesota","15.to.24.years",90091,2008
"Minnesota","25.to.34.years",133048,2008
"Minnesota","35.to.44.years",88587,2008
"Minnesota","45.to.54.years",78976,2008
"Minnesota","55.to.59.years",29193,2008
"Minnesota","60.to.64.years",21021,2008
"Minnesota","65.to.74.years",28693,2008
"Minnesota","75.to.84.years",31457,2008
"Minnesota","85.years.and.over",28444,2008
"Mississippi","total",327232,2008
"Mississippi","15.to.24.years",44074,2008
"Mississippi","25.to.34.years",90622,2008
"Mississippi","35.to.44.years",65586,2008
"Mississippi","45.to.54.years",55885,2008
"Mississippi","55.to.59.years",21426,2008
"Mississippi","60.to.64.years",13774,2008
"Mississippi","65.to.74.years",18055,2008
"Mississippi","75.to.84.years",12724,2008
"Mississippi","85.years.and.over",5086,2008
"Missouri","total",696592,2008
"Missouri","15.to.24.years",100273,2008
"Missouri","25.to.34.years",182493,2008
"Missouri","35.to.44.years",127136,2008
"Missouri","45.to.54.years",117090,2008
"Missouri","55.to.59.years",41651,2008
"Missouri","60.to.64.years",31461,2008
"Missouri","65.to.74.years",40751,2008
"Missouri","75.to.84.years",35402,2008
"Missouri","85.years.and.over",20335,2008
"Montana","total",118244,2008
"Montana","15.to.24.years",17859,2008
"Montana","25.to.34.years",31294,2008
"Montana","35.to.44.years",21265,2008
"Montana","45.to.54.years",17695,2008
"Montana","55.to.59.years",7593,2008
"Montana","60.to.64.years",6217,2008
"Montana","65.to.74.years",6317,2008
"Montana","75.to.84.years",5846,2008
"Montana","85.years.and.over",4158,2008
"Nebraska","total",216152,2008
"Nebraska","15.to.24.years",38647,2008
"Nebraska","25.to.34.years",55235,2008
"Nebraska","35.to.44.years",37475,2008
"Nebraska","45.to.54.years",33852,2008
"Nebraska","55.to.59.years",11803,2008
"Nebraska","60.to.64.years",8795,2008
"Nebraska","65.to.74.years",10935,2008
"Nebraska","75.to.84.years",11948,2008
"Nebraska","85.years.and.over",7462,2008
"Nevada","total",384431,2008
"Nevada","15.to.24.years",33704,2008
"Nevada","25.to.34.years",104731,2008
"Nevada","35.to.44.years",87968,2008
"Nevada","45.to.54.years",68107,2008
"Nevada","55.to.59.years",28980,2008
"Nevada","60.to.64.years",18580,2008
"Nevada","65.to.74.years",23923,2008
"Nevada","75.to.84.years",13335,2008
"Nevada","85.years.and.over",5103,2008
"New Hampshire","total",139836,2008
"New Hampshire","15.to.24.years",14834,2008
"New Hampshire","25.to.34.years",36917,2008
"New Hampshire","35.to.44.years",26397,2008
"New Hampshire","45.to.54.years",23846,2008
"New Hampshire","55.to.59.years",8605,2008
"New Hampshire","60.to.64.years",7041,2008
"New Hampshire","65.to.74.years",9445,2008
"New Hampshire","75.to.84.years",9273,2008
"New Hampshire","85.years.and.over",3478,2008
"New Jersey","total",1040038,2008
"New Jersey","15.to.24.years",63658,2008
"New Jersey","25.to.34.years",249242,2008
"New Jersey","35.to.44.years",241916,2008
"New Jersey","45.to.54.years",197422,2008
"New Jersey","55.to.59.years",69204,2008
"New Jersey","60.to.64.years",55536,2008
"New Jersey","65.to.74.years",76170,2008
"New Jersey","75.to.84.years",58732,2008
"New Jersey","85.years.and.over",28158,2008
"New Mexico","total",228545,2008
"New Mexico","15.to.24.years",33235,2008
"New Mexico","25.to.34.years",63036,2008
"New Mexico","35.to.44.years",41417,2008
"New Mexico","45.to.54.years",37922,2008
"New Mexico","55.to.59.years",15282,2008
"New Mexico","60.to.64.years",10983,2008
"New Mexico","65.to.74.years",12537,2008
"New Mexico","75.to.84.years",8800,2008
"New Mexico","85.years.and.over",5333,2008
"New York","total",3191107,2008
"New York","15.to.24.years",204695,2008
"New York","25.to.34.years",698154,2008
"New York","35.to.44.years",699163,2008
"New York","45.to.54.years",615752,2008
"New York","55.to.59.years",234436,2008
"New York","60.to.64.years",188254,2008
"New York","65.to.74.years",267950,2008
"New York","75.to.84.years",193721,2008
"New York","85.years.and.over",88982,2008
"North Carolina","total",1144018,2008
"North Carolina","15.to.24.years",154001,2008
"North Carolina","25.to.34.years",317359,2008
"North Carolina","35.to.44.years",242785,2008
"North Carolina","45.to.54.years",182975,2008
"North Carolina","55.to.59.years",68280,2008
"North Carolina","60.to.64.years",48627,2008
"North Carolina","65.to.74.years",60646,2008
"North Carolina","75.to.84.years",46690,2008
"North Carolina","85.years.and.over",22655,2008
"North Dakota","total",91751,2008
"North Dakota","15.to.24.years",24086,2008
"North Dakota","25.to.34.years",23284,2008
"North Dakota","35.to.44.years",10250,2008
"North Dakota","45.to.54.years",10738,2008
"North Dakota","55.to.59.years",4638,2008
"North Dakota","60.to.64.years",3254,2008
"North Dakota","65.to.74.years",5522,2008
"North Dakota","75.to.84.years",5549,2008
"North Dakota","85.years.and.over",4430,2008
"Ohio","total",1395528,2008
"Ohio","15.to.24.years",172494,2008
"Ohio","25.to.34.years",354858,2008
"Ohio","35.to.44.years",274596,2008
"Ohio","45.to.54.years",244440,2008
"Ohio","55.to.59.years",87897,2008
"Ohio","60.to.64.years",65891,2008
"Ohio","65.to.74.years",85001,2008
"Ohio","75.to.84.years",69733,2008
"Ohio","85.years.and.over",40618,2008
"Oklahoma","total",461234,2008
"Oklahoma","15.to.24.years",70363,2008
"Oklahoma","25.to.34.years",123826,2008
"Oklahoma","35.to.44.years",89292,2008
"Oklahoma","45.to.54.years",73656,2008
"Oklahoma","55.to.59.years",27069,2008
"Oklahoma","60.to.64.years",21676,2008
"Oklahoma","65.to.74.years",26444,2008
"Oklahoma","75.to.84.years",19607,2008
"Oklahoma","85.years.and.over",9301,2008
"Oregon","total",525957,2008
"Oregon","15.to.24.years",63529,2008
"Oregon","25.to.34.years",137826,2008
"Oregon","35.to.44.years",105725,2008
"Oregon","45.to.54.years",88585,2008
"Oregon","55.to.59.years",33001,2008
"Oregon","60.to.64.years",23554,2008
"Oregon","65.to.74.years",27635,2008
"Oregon","75.to.84.years",26242,2008
"Oregon","85.years.and.over",19860,2008
"Pennsylvania","total",1429737,2008
"Pennsylvania","15.to.24.years",158377,2008
"Pennsylvania","25.to.34.years",340890,2008
"Pennsylvania","35.to.44.years",264231,2008
"Pennsylvania","45.to.54.years",239867,2008
"Pennsylvania","55.to.59.years",88646,2008
"Pennsylvania","60.to.64.years",73095,2008
"Pennsylvania","65.to.74.years",104059,2008
"Pennsylvania","75.to.84.years",102671,2008
"Pennsylvania","85.years.and.over",57901,2008
"Rhode Island","total",149968,2008
"Rhode Island","15.to.24.years",12248,2008
"Rhode Island","25.to.34.years",32131,2008
"Rhode Island","35.to.44.years",30575,2008
"Rhode Island","45.to.54.years",27546,2008
"Rhode Island","55.to.59.years",8835,2008
"Rhode Island","60.to.64.years",8846,2008
"Rhode Island","65.to.74.years",12527,2008
"Rhode Island","75.to.84.years",10490,2008
"Rhode Island","85.years.and.over",6770,2008
"South Carolina","total",500792,2008
"South Carolina","15.to.24.years",64906,2008
"South Carolina","25.to.34.years",131773,2008
"South Carolina","35.to.44.years",103420,2008
"South Carolina","45.to.54.years",88770,2008
"South Carolina","55.to.59.years",33000,2008
"South Carolina","60.to.64.years",23969,2008
"South Carolina","65.to.74.years",29631,2008
"South Carolina","75.to.84.years",16712,2008
"South Carolina","85.years.and.over",8611,2008
"South Dakota","total",98531,2008
"South Dakota","15.to.24.years",16489,2008
"South Dakota","25.to.34.years",23300,2008
"South Dakota","35.to.44.years",12539,2008
"South Dakota","45.to.54.years",17007,2008
"South Dakota","55.to.59.years",4702,2008
"South Dakota","60.to.64.years",4363,2008
"South Dakota","65.to.74.years",6125,2008
"South Dakota","75.to.84.years",8519,2008
"South Dakota","85.years.and.over",5487,2008
"Tennessee","total",734546,2008
"Tennessee","15.to.24.years",95033,2008
"Tennessee","25.to.34.years",196036,2008
"Tennessee","35.to.44.years",150532,2008
"Tennessee","45.to.54.years",129665,2008
"Tennessee","55.to.59.years",44848,2008
"Tennessee","60.to.64.years",34497,2008
"Tennessee","65.to.74.years",41999,2008
"Tennessee","75.to.84.years",27679,2008
"Tennessee","85.years.and.over",14257,2008
"Texas","total",2956395,2008
"Texas","15.to.24.years",394659,2008
"Texas","25.to.34.years",887684,2008
"Texas","35.to.44.years",644178,2008
"Texas","45.to.54.years",465852,2008
"Texas","55.to.59.years",168870,2008
"Texas","60.to.64.years",117476,2008
"Texas","65.to.74.years",138186,2008
"Texas","75.to.84.years",94453,2008
"Texas","85.years.and.over",45037,2008
"Utah","total",241573,2008
"Utah","15.to.24.years",46046,2008
"Utah","25.to.34.years",80299,2008
"Utah","35.to.44.years",45206,2008
"Utah","45.to.54.years",32656,2008
"Utah","55.to.59.years",10875,2008
"Utah","60.to.64.years",8390,2008
"Utah","65.to.74.years",8636,2008
"Utah","75.to.84.years",5937,2008
"Utah","85.years.and.over",3528,2008
"Vermont","total",69599,2008
"Vermont","15.to.24.years",8676,2008
"Vermont","25.to.34.years",18139,2008
"Vermont","35.to.44.years",12074,2008
"Vermont","45.to.54.years",10367,2008
"Vermont","55.to.59.years",5251,2008
"Vermont","60.to.64.years",4054,2008
"Vermont","65.to.74.years",5439,2008
"Vermont","75.to.84.years",4146,2008
"Vermont","85.years.and.over",1453,2008
"Virginia","total",926814,2008
"Virginia","15.to.24.years",114839,2008
"Virginia","25.to.34.years",249143,2008
"Virginia","35.to.44.years",206080,2008
"Virginia","45.to.54.years",160297,2008
"Virginia","55.to.59.years",50068,2008
"Virginia","60.to.64.years",37246,2008
"Virginia","65.to.74.years",49236,2008
"Virginia","75.to.84.years",39552,2008
"Virginia","85.years.and.over",20353,2008
"Washington","total",884489,2008
"Washington","15.to.24.years",110456,2008
"Washington","25.to.34.years",246664,2008
"Washington","35.to.44.years",175664,2008
"Washington","45.to.54.years",149118,2008
"Washington","55.to.59.years",54294,2008
"Washington","60.to.64.years",38568,2008
"Washington","65.to.74.years",47365,2008
"Washington","75.to.84.years",36769,2008
"Washington","85.years.and.over",25591,2008
"West Virginia","total",196935,2008
"West Virginia","15.to.24.years",28776,2008
"West Virginia","25.to.34.years",45563,2008
"West Virginia","35.to.44.years",35722,2008
"West Virginia","45.to.54.years",35591,2008
"West Virginia","55.to.59.years",12018,2008
"West Virginia","60.to.64.years",10600,2008
"West Virginia","65.to.74.years",15292,2008
"West Virginia","75.to.84.years",9243,2008
"West Virginia","85.years.and.over",4130,2008
"Wisconsin","total",672007,2008
"Wisconsin","15.to.24.years",110804,2008
"Wisconsin","25.to.34.years",168486,2008
"Wisconsin","35.to.44.years",114834,2008
"Wisconsin","45.to.54.years",102662,2008
"Wisconsin","55.to.59.years",38307,2008
"Wisconsin","60.to.64.years",28756,2008
"Wisconsin","65.to.74.years",40048,2008
"Wisconsin","75.to.84.years",41148,2008
"Wisconsin","85.years.and.over",26962,2008
"Wyoming","total",62391,2008
"Wyoming","15.to.24.years",10672,2008
"Wyoming","25.to.34.years",15925,2008
"Wyoming","35.to.44.years",10777,2008
"Wyoming","45.to.54.years",9442,2008
"Wyoming","55.to.59.years",3985,2008
"Wyoming","60.to.64.years",2673,2008
"Wyoming","65.to.74.years",3863,2008
"Wyoming","75.to.84.years",2306,2008
"Wyoming","85.years.and.over",2748,2008
"Puerto Rico","total",326966,2008
"Puerto Rico","15.to.24.years",19591,2008
"Puerto Rico","25.to.34.years",81911,2008
"Puerto Rico","35.to.44.years",74842,2008
"Puerto Rico","45.to.54.years",59600,2008
"Puerto Rico","55.to.59.years",22562,2008
"Puerto Rico","60.to.64.years",21085,2008
"Puerto Rico","65.to.74.years",28283,2008
"Puerto Rico","75.to.84.years",14786,2008
"Puerto Rico","85.years.and.over",4306,2008
"Alabama","total",562172,2009
"Alabama","15.to.24.years",78966,2009
"Alabama","25.to.34.years",149173,2009
"Alabama","35.to.44.years",112443,2009
"Alabama","45.to.54.years",93809,2009
"Alabama","55.to.59.years",33862,2009
"Alabama","60.to.64.years",23513,2009
"Alabama","65.to.74.years",35283,2009
"Alabama","75.to.84.years",24170,2009
"Alabama","85.years.and.over",10953,2009
"Alaska","total",82260,2009
"Alaska","15.to.24.years",12441,2009
"Alaska","25.to.34.years",23480,2009
"Alaska","35.to.44.years",16496,2009
"Alaska","45.to.54.years",14750,2009
"Alaska","55.to.59.years",6802,2009
"Alaska","60.to.64.years",3078,2009
"Alaska","65.to.74.years",3506,2009
"Alaska","75.to.84.years",1090,2009
"Alaska","85.years.and.over",617,2009
"Arizona","total",750075,2009
"Arizona","15.to.24.years",86369,2009
"Arizona","25.to.34.years",222805,2009
"Arizona","35.to.44.years",163822,2009
"Arizona","45.to.54.years",127272,2009
"Arizona","55.to.59.years",39020,2009
"Arizona","60.to.64.years",32576,2009
"Arizona","65.to.74.years",34056,2009
"Arizona","75.to.84.years",26681,2009
"Arizona","85.years.and.over",17474,2009
"Arkansas","total",382087,2009
"Arkansas","15.to.24.years",55086,2009
"Arkansas","25.to.34.years",107097,2009
"Arkansas","35.to.44.years",71839,2009
"Arkansas","45.to.54.years",63337,2009
"Arkansas","55.to.59.years",21054,2009
"Arkansas","60.to.64.years",16791,2009
"Arkansas","65.to.74.years",23391,2009
"Arkansas","75.to.84.years",15416,2009
"Arkansas","85.years.and.over",8076,2009
"California","total",5304837,2009
"California","15.to.24.years",413489,2009
"California","25.to.34.years",1445069,2009
"California","35.to.44.years",1246300,2009
"California","45.to.54.years",997367,2009
"California","55.to.59.years",345030,2009
"California","60.to.64.years",258857,2009
"California","65.to.74.years",306472,2009
"California","75.to.84.years",195775,2009
"California","85.years.and.over",96478,2009
"Colorado","total",630191,2009
"Colorado","15.to.24.years",95733,2009
"Colorado","25.to.34.years",184470,2009
"Colorado","35.to.44.years",123091,2009
"Colorado","45.to.54.years",102511,2009
"Colorado","55.to.59.years",33028,2009
"Colorado","60.to.64.years",26216,2009
"Colorado","65.to.74.years",30356,2009
"Colorado","75.to.84.years",20779,2009
"Colorado","85.years.and.over",14007,2009
"Connecticut","total",413163,2009
"Connecticut","15.to.24.years",36026,2009
"Connecticut","25.to.34.years",97506,2009
"Connecticut","35.to.44.years",83664,2009
"Connecticut","45.to.54.years",78031,2009
"Connecticut","55.to.59.years",26389,2009
"Connecticut","60.to.64.years",23649,2009
"Connecticut","65.to.74.years",28429,2009
"Connecticut","75.to.84.years",23093,2009
"Connecticut","85.years.and.over",16376,2009
"Delaware","total",86344,2009
"Delaware","15.to.24.years",6510,2009
"Delaware","25.to.34.years",25483,2009
"Delaware","35.to.44.years",17108,2009
"Delaware","45.to.54.years",14321,2009
"Delaware","55.to.59.years",6201,2009
"Delaware","60.to.64.years",5352,2009
"Delaware","65.to.74.years",5314,2009
"Delaware","75.to.84.years",3766,2009
"Delaware","85.years.and.over",2289,2009
"District of Columbia","total",137662,2009
"District of Columbia","15.to.24.years",8398,2009
"District of Columbia","25.to.34.years",40811,2009
"District of Columbia","35.to.44.years",27904,2009
"District of Columbia","45.to.54.years",25166,2009
"District of Columbia","55.to.59.years",9215,2009
"District of Columbia","60.to.64.years",9214,2009
"District of Columbia","65.to.74.years",9407,2009
"District of Columbia","75.to.84.years",5246,2009
"District of Columbia","85.years.and.over",2301,2009
"Florida","total",2202583,2009
"Florida","15.to.24.years",229578,2009
"Florida","25.to.34.years",590635,2009
"Florida","35.to.44.years",471937,2009
"Florida","45.to.54.years",385004,2009
"Florida","55.to.59.years",127233,2009
"Florida","60.to.64.years",103493,2009
"Florida","65.to.74.years",125436,2009
"Florida","75.to.84.years",105461,2009
"Florida","85.years.and.over",63806,2009
"Georgia","total",1143333,2009
"Georgia","15.to.24.years",133981,2009
"Georgia","25.to.34.years",325114,2009
"Georgia","35.to.44.years",259859,2009
"Georgia","45.to.54.years",190364,2009
"Georgia","55.to.59.years",66060,2009
"Georgia","60.to.64.years",52696,2009
"Georgia","65.to.74.years",62864,2009
"Georgia","75.to.84.years",36538,2009
"Georgia","85.years.and.over",15857,2009
"Hawaii","total",193255,2009
"Hawaii","15.to.24.years",19618,2009
"Hawaii","25.to.34.years",51709,2009
"Hawaii","35.to.44.years",42779,2009
"Hawaii","45.to.54.years",31808,2009
"Hawaii","55.to.59.years",12634,2009
"Hawaii","60.to.64.years",11775,2009
