"NAME","Age_Range","Total","year"
"Vermont","total",74957,2012
"Vermont","15.to.24.years",8824,2012
"Vermont","25.to.34.years",20293,2012
"Vermont","35.to.44.years",10945,2012
"Vermont","45.to.54.years",13423,2012
"Vermont","55.to.59.years",4787,2012
"Vermont","60.to.64.years",4170,2012
"Vermont","65.to.74.years",5436,2012
"Vermont","75.to.84.years",3897,2012
"Vermont","85.years.and.over",3182,2012
"Virginia","total",1028525,2012
"Virginia","15.to.24.years",98382,2012
"Virginia","25.to.34.years",303784,2012
"Virginia","35.to.44.years",217944,2012
"Virginia","45.to.54.years",171014,2012
"Virginia","55.to.59.years",64728,2012
"Virginia","60.to.64.years",51214,2012
"Virginia","65.to.74.years",58953,2012
"Virginia","75.to.84.years",37910,2012
"Virginia","85.years.and.over",24596,2012
"Washington","total",993180,2012
"Washington","15.to.24.years",106851,2012
"Washington","25.to.34.years",283979,2012
"Washington","35.to.44.years",199367,2012
"Washington","45.to.54.years",157697,2012
"Washington","55.to.59.years",62668,2012
"Washington","60.to.64.years",52754,2012
"Washington","65.to.74.years",63166,2012
"Washington","75.to.84.years",36788,2012
"Washington","85.years.and.over",29910,2012
"West Virginia","total",207786,2012
"West Virginia","15.to.24.years",24679,2012
"West Virginia","25.to.34.years",47610,2012
"West Virginia","35.to.44.years",36331,2012
"West Virginia","45.to.54.years",37140,2012
"West Virginia","55.to.59.years",15628,2012
"West Virginia","60.to.64.years",14773,2012
"West Virginia","65.to.74.years",18285,2012
"West Virginia","75.to.84.years",8674,2012
"West Virginia","85.years.and.over",4666,2012
"Wisconsin","total",748584,2012
"Wisconsin","15.to.24.years",95362,2012
"Wisconsin","25.to.34.years",197983,2012
"Wisconsin","35.to.44.years",128953,2012
"Wisconsin","45.to.54.years",113999,2012
"Wisconsin","55.to.59.years",51965,2012
"Wisconsin","60.to.64.years",40625,2012
"Wisconsin","65.to.74.years",47695,2012
"Wisconsin","75.to.84.years",39581,2012
"Wisconsin","85.years.and.over",32421,2012
"Wyoming","total",69184,2012
"Wyoming","15.to.24.years",10247,2012
"Wyoming","25.to.34.years",19568,2012
"Wyoming","35.to.44.years",12319,2012
"Wyoming","45.to.54.years",11112,2012
"Wyoming","55.to.59.years",4590,2012
"Wyoming","60.to.64.years",3581,2012
"Wyoming","65.to.74.years",3758,2012
"Wyoming","75.to.84.years",2885,2012
"Wyoming","85.years.and.over",1124,2012
"Puerto Rico","total",385817,2012
"Puerto Rico","15.to.24.years",29698,2012
"Puerto Rico","25.to.34.years",88458,2012
"Puerto Rico","35.to.44.years",80489,2012
"Puerto Rico","45.to.54.years",67537,2012
"Puerto Rico","55.to.59.years",31205,2012
"Puerto Rico","60.to.64.years",26274,2012
"Puerto Rico","65.to.74.years",38646,2012
"Puerto Rico","75.to.84.years",17033,2012
"Puerto Rico","85.years.and.over",6477,2012
"Alabama","total",582422,2013
"Alabama","15.to.24.years",65041,2013
"Alabama","25.to.34.years",144359,2013
"Alabama","35.to.44.years",123225,2013
"Alabama","45.to.54.years",95960,2013
"Alabama","55.to.59.years",44512,2013
"Alabama","60.to.64.years",37579,2013
"Alabama","65.to.74.years",40598,2013
"Alabama","75.to.84.years",20160,2013
"Alabama","85.years.and.over",10988,2013
"Alaska","total",89908,2013
"Alaska","15.to.24.years",10264,2013
"Alaska","25.to.34.years",27300,2013
"Alaska","35.to.44.years",18678,2013
"Alaska","45.to.54.years",15483,2013
"Alaska","55.to.59.years",5832,2013
"Alaska","60.to.64.years",5289,2013
"Alaska","65.to.74.years",4723,2013
"Alaska","75.to.84.years",1749,2013
"Alaska","85.years.and.over",590,2013
"Arizona","total",910778,2013
"Arizona","15.to.24.years",99385,2013
"Arizona","25.to.34.years",236068,2013
"Arizona","35.to.44.years",206548,2013
"Arizona","45.to.54.years",153873,2013
"Arizona","55.to.59.years",60059,2013
"Arizona","60.to.64.years",48974,2013
"Arizona","65.to.74.years",56634,2013
"Arizona","75.to.84.years",29511,2013
"Arizona","85.years.and.over",19726,2013
"Arkansas","total",385912,2013
"Arkansas","15.to.24.years",50146,2013
"Arkansas","25.to.34.years",99142,2013
"Arkansas","35.to.44.years",73992,2013
"Arkansas","45.to.54.years",63981,2013
"Arkansas","55.to.59.years",25486,2013
"Arkansas","60.to.64.years",22668,2013
"Arkansas","65.to.74.years",27373,2013
"Arkansas","75.to.84.years",15222,2013
"Arkansas","85.years.and.over",7902,2013
"California","total",5845953,2013
"California","15.to.24.years",390344,2013
"California","25.to.34.years",1489516,2013
"California","35.to.44.years",1395269,2013
"California","45.to.54.years",1078567,2013
"California","55.to.59.years",429528,2013
"California","60.to.64.years",324861,2013
"California","65.to.74.years",395742,2013
"California","75.to.84.years",219694,2013
"California","85.years.and.over",122432,2013
"Colorado","total",710855,2013
"Colorado","15.to.24.years",88365,2013
"Colorado","25.to.34.years",209719,2013
"Colorado","35.to.44.years",141314,2013
"Colorado","45.to.54.years",107283,2013
"Colorado","55.to.59.years",47973,2013
"Colorado","60.to.64.years",37186,2013
"Colorado","65.to.74.years",40731,2013
"Colorado","75.to.84.years",22882,2013
"Colorado","85.years.and.over",15402,2013
"Connecticut","total",451382,2013
"Connecticut","15.to.24.years",24672,2013
"Connecticut","25.to.34.years",114575,2013
"Connecticut","35.to.44.years",84029,2013
"Connecticut","45.to.54.years",82940,2013
"Connecticut","55.to.59.years",34512,2013
"Connecticut","60.to.64.years",28836,2013
"Connecticut","65.to.74.years",39635,2013
"Connecticut","75.to.84.years",23369,2013
"Connecticut","85.years.and.over",18814,2013
"Delaware","total",96024,2013
"Delaware","15.to.24.years",8412,2013
"Delaware","25.to.34.years",26708,2013
"Delaware","35.to.44.years",18237,2013
"Delaware","45.to.54.years",16812,2013
"Delaware","55.to.59.years",6157,2013
"Delaware","60.to.64.years",5956,2013
"Delaware","65.to.74.years",7207,2013
"Delaware","75.to.84.years",4120,2013
"Delaware","85.years.and.over",2415,2013
"District of Columbia","total",161138,2013
"District of Columbia","15.to.24.years",11093,2013
"District of Columbia","25.to.34.years",55577,2013
"District of Columbia","35.to.44.years",32342,2013
"District of Columbia","45.to.54.years",22861,2013
"District of Columbia","55.to.59.years",11054,2013
"District of Columbia","60.to.64.years",9141,2013
"District of Columbia","65.to.74.years",10701,2013
"District of Columbia","75.to.84.years",5978,2013
"District of Columbia","85.years.and.over",2391,2013
"Florida","total",2539102,2013
"Florida","15.to.24.years",199901,2013
"Florida","25.to.34.years",607780,2013
"Florida","35.to.44.years",552913,2013
"Florida","45.to.54.years",465341,2013
"Florida","55.to.59.years",194517,2013
"Florida","60.to.64.years",141500,2013
"Florida","65.to.74.years",196030,2013
"Florida","75.to.84.years",113223,2013
"Florida","85.years.and.over",67897,2013
"Georgia","total",1324588,2013
"Georgia","15.to.24.years",128239,2013
"Georgia","25.to.34.years",362239,2013
"Georgia","35.to.44.years",302096,2013
"Georgia","45.to.54.years",230715,2013
"Georgia","55.to.59.years",89322,2013
"Georgia","60.to.64.years",70635,2013
"Georgia","65.to.74.years",81258,2013
"Georgia","75.to.84.years",41705,2013
"Georgia","85.years.and.over",18379,2013
"Hawaii","total",197121,2013
"Hawaii","15.to.24.years",13439,2013
"Hawaii","25.to.34.years",55705,2013
"Hawaii","35.to.44.years",39571,2013
"Hawaii","45.to.54.years",32349,2013
"Hawaii","55.to.59.years",15431,2013
"Hawaii","60.to.64.years",10855,2013
"Hawaii","65.to.74.years",16945,2013
"Hawaii","75.to.84.years",8645,2013
"Hawaii","85.years.and.over",4181,2013
"Idaho","total",180315,2013
"Idaho","15.to.24.years",28330,2013
"Idaho","25.to.34.years",49354,2013
"Idaho","35.to.44.years",32935,2013
"Idaho","45.to.54.years",26647,2013
"Idaho","55.to.59.years",10784,2013
"Idaho","60.to.64.years",9867,2013
"Idaho","65.to.74.years",12239,2013
"Idaho","75.to.84.years",5920,2013
"Idaho","85.years.and.over",4239,2013
"Illinois","total",1629394,2013
"Illinois","15.to.24.years",150137,2013
"Illinois","25.to.34.years",451590,2013
"Illinois","35.to.44.years",333233,2013
"Illinois","45.to.54.years",276311,2013
"Illinois","55.to.59.years",110589,2013
"Illinois","60.to.64.years",89301,2013
"Illinois","65.to.74.years",107764,2013
"Illinois","75.to.84.years",64926,2013
"Illinois","85.years.and.over",45543,2013
"Indiana","total",786375,2013
"Indiana","15.to.24.years",100791,2013
"Indiana","25.to.34.years",202724,2013
"Indiana","35.to.44.years",145907,2013
"Indiana","45.to.54.years",129160,2013
"Indiana","55.to.59.years",58913,2013
"Indiana","60.to.64.years",43079,2013
"Indiana","65.to.74.years",51756,2013
"Indiana","75.to.84.years",30888,2013
"Indiana","85.years.and.over",23157,2013
"Iowa","total",360847,2013
"Iowa","15.to.24.years",61194,2013
"Iowa","25.to.34.years",92861,2013
"Iowa","35.to.44.years",58353,2013
"Iowa","45.to.54.years",50592,2013
"Iowa","55.to.59.years",23272,2013
"Iowa","60.to.64.years",15932,2013
"Iowa","65.to.74.years",22941,2013
"Iowa","75.to.84.years",18491,2013
"Iowa","85.years.and.over",17211,2013
"Kansas","total",377992,2013
"Kansas","15.to.24.years",61176,2013
"Kansas","25.to.34.years",104314,2013
"Kansas","35.to.44.years",66155,2013
"Kansas","45.to.54.years",50884,2013
"Kansas","55.to.59.years",22481,2013
"Kansas","60.to.64.years",19995,2013
"Kansas","65.to.74.years",21841,2013
"Kansas","75.to.84.years",16502,2013
"Kansas","85.years.and.over",14644,2013
"Kentucky","total",556315,2013
"Kentucky","15.to.24.years",67430,2013
"Kentucky","25.to.34.years",132616,2013
"Kentucky","35.to.44.years",113077,2013
"Kentucky","45.to.54.years",95209,2013
"Kentucky","55.to.59.years",41372,2013
"Kentucky","60.to.64.years",34857,2013
"Kentucky","65.to.74.years",40632,2013
"Kentucky","75.to.84.years",21838,2013
"Kentucky","85.years.and.over",9284,2013
"Louisiana","total",588097,2013
"Louisiana","15.to.24.years",67543,2013
"Louisiana","25.to.34.years",166059,2013
"Louisiana","35.to.44.years",111654,2013
"Louisiana","45.to.54.years",97448,2013
"Louisiana","55.to.59.years",47805,2013
"Louisiana","60.to.64.years",31506,2013
"Louisiana","65.to.74.years",38226,2013
"Louisiana","75.to.84.years",19700,2013
"Louisiana","85.years.and.over",8156,2013
"Maine","total",163449,2013
"Maine","15.to.24.years",12907,2013
"Maine","25.to.34.years",40106,2013
"Maine","35.to.44.years",27721,2013
"Maine","45.to.54.years",29263,2013
"Maine","55.to.59.years",11503,2013
"Maine","60.to.64.years",9859,2013
"Maine","65.to.74.years",13389,2013
"Maine","75.to.84.years",11907,2013
"Maine","85.years.and.over",6794,2013
"Maryland","total",724773,2013
"Maryland","15.to.24.years",47325,2013
"Maryland","25.to.34.years",194004,2013
"Maryland","35.to.44.years",154702,2013
"Maryland","45.to.54.years",133441,2013
"Maryland","55.to.59.years",50980,2013
"Maryland","60.to.64.years",44032,2013
"Maryland","65.to.74.years",48952,2013
"Maryland","75.to.84.years",30321,2013
"Maryland","85.years.and.over",21016,2013
"Massachusetts","total",975512,2013
"Massachusetts","15.to.24.years",66507,2013
"Massachusetts","25.to.34.years",251722,2013
"Massachusetts","35.to.44.years",189719,2013
"Massachusetts","45.to.54.years",169317,2013
"Massachusetts","55.to.59.years",72226,2013
"Massachusetts","60.to.64.years",53610,2013
"Massachusetts","65.to.74.years",84439,2013
"Massachusetts","75.to.84.years",53375,2013
"Massachusetts","85.years.and.over",34597,2013
"Michigan","total",1128509,2013
"Michigan","15.to.24.years",133179,2013
"Michigan","25.to.34.years",261751,2013
"Michigan","35.to.44.years",216723,2013
"Michigan","45.to.54.years",193623,2013
"Michigan","55.to.59.years",90496,2013
"Michigan","60.to.64.years",67279,2013
"Michigan","65.to.74.years",79389,2013
"Michigan","75.to.84.years",48764,2013
"Michigan","85.years.and.over",37305,2013
"Minnesota","total",603054,2013
"Minnesota","15.to.24.years",77822,2013
"Minnesota","25.to.34.years",162670,2013
"Minnesota","35.to.44.years",105454,2013
"Minnesota","45.to.54.years",85009,2013
"Minnesota","55.to.59.years",38602,2013
"Minnesota","60.to.64.years",29852,2013
"Minnesota","65.to.74.years",37785,2013
"Minnesota","75.to.84.years",34412,2013
"Minnesota","85.years.and.over",31448,2013
"Mississippi","total",357901,2013
"Mississippi","15.to.24.years",35146,2013
"Mississippi","25.to.34.years",92757,2013
"Mississippi","35.to.44.years",79143,2013
"Mississippi","45.to.54.years",60275,2013
"Mississippi","55.to.59.years",26419,2013
"Mississippi","60.to.64.years",20229,2013
"Mississippi","65.to.74.years",26038,2013
"Mississippi","75.to.84.years",12179,2013
"Mississippi","85.years.and.over",5715,2013
"Missouri","total",780441,2013
"Missouri","15.to.24.years",94953,2013
"Missouri","25.to.34.years",208661,2013
"Missouri","35.to.44.years",135661,2013
"Missouri","45.to.54.years",132469,2013
"Missouri","55.to.59.years",49539,2013
"Missouri","60.to.64.years",46840,2013
"Missouri","65.to.74.years",56668,2013
"Missouri","75.to.84.years",31992,2013
"Missouri","85.years.and.over",23658,2013
"Montana","total",134569,2013
"Montana","15.to.24.years",19117,2013
"Montana","25.to.34.years",31895,2013
"Montana","35.to.44.years",24613,2013
"Montana","45.to.54.years",20554,2013
"Montana","55.to.59.years",9347,2013
"Montana","60.to.64.years",7187,2013
"Montana","65.to.74.years",9477,2013
"Montana","75.to.84.years",7063,2013
"Montana","85.years.and.over",5316,2013
"Nebraska","total",248127,2013
"Nebraska","15.to.24.years",37513,2013
"Nebraska","25.to.34.years",65625,2013
"Nebraska","35.to.44.years",43886,2013
"Nebraska","45.to.54.years",36057,2013
"Nebraska","55.to.59.years",15734,2013
"Nebraska","60.to.64.years",12562,2013
"Nebraska","65.to.74.years",15030,2013
"Nebraska","75.to.84.years",11302,2013
"Nebraska","85.years.and.over",10418,2013
"Nevada","total",458116,2013
"Nevada","15.to.24.years",27384,2013
"Nevada","25.to.34.years",114585,2013
"Nevada","35.to.44.years",104974,2013
"Nevada","45.to.54.years",88377,2013
"Nevada","55.to.59.years",34335,2013
"Nevada","60.to.64.years",29587,2013
"Nevada","65.to.74.years",35280,2013
"Nevada","75.to.84.years",15538,2013
"Nevada","85.years.and.over",8056,2013
"New Hampshire","total",154991,2013
"New Hampshire","15.to.24.years",15420,2013
"New Hampshire","25.to.34.years",36434,2013
"New Hampshire","35.to.44.years",26458,2013
"New Hampshire","45.to.54.years",30871,2013
"New Hampshire","55.to.59.years",11693,2013
"New Hampshire","60.to.64.years",9479,2013
"New Hampshire","65.to.74.years",11419,2013
"New Hampshire","75.to.84.years",8417,2013
"New Hampshire","85.years.and.over",4800,2013
"New Jersey","total",1141916,2013
"New Jersey","15.to.24.years",42588,2013
"New Jersey","25.to.34.years",283827,2013
"New Jersey","35.to.44.years",245087,2013
"New Jersey","45.to.54.years",223274,2013
"New Jersey","55.to.59.years",91508,2013
"New Jersey","60.to.64.years",69342,2013
"New Jersey","65.to.74.years",91003,2013
"New Jersey","75.to.84.years",59308,2013
"New Jersey","85.years.and.over",35979,2013
"New Mexico","total",241814,2013
"New Mexico","15.to.24.years",29059,2013
"New Mexico","25.to.34.years",60554,2013
"New Mexico","35.to.44.years",49797,2013
"New Mexico","45.to.54.years",40976,2013
"New Mexico","55.to.59.years",16201,2013
"New Mexico","60.to.64.years",14995,2013
"New Mexico","65.to.74.years",17292,2013
"New Mexico","75.to.84.years",8716,2013
"New Mexico","85.years.and.over",4224,2013
"New York","total",3346057,2013
"New York","15.to.24.years",180078,2013
"New York","25.to.34.years",782264,2013
"New York","35.to.44.years",666273,2013
"New York","45.to.54.years",621698,2013
"New York","55.to.59.years",275297,2013
"New York","60.to.64.years",227964,2013
"New York","65.to.74.years",308611,2013
"New York","75.to.84.years",181174,2013
"New York","85.years.and.over",102698,2013
"North Carolina","total",1342763,2013
"North Carolina","15.to.24.years",144557,2013
"North Carolina","25.to.34.years",349015,2013
"North Carolina","35.to.44.years",287299,2013
"North Carolina","45.to.54.years",228791,2013
"North Carolina","55.to.59.years",94655,2013
"North Carolina","60.to.64.years",73113,2013
"North Carolina","65.to.74.years",92402,2013
"North Carolina","75.to.84.years",47707,2013
"North Carolina","85.years.and.over",25224,2013
"North Dakota","total",104909,2013
"North Dakota","15.to.24.years",25203,2013
"North Dakota","25.to.34.years",25983,2013
"North Dakota","35.to.44.years",11693,2013
"North Dakota","45.to.54.years",13051,2013
"North Dakota","55.to.59.years",7399,2013
"North Dakota","60.to.64.years",3973,2013
"North Dakota","65.to.74.years",5754,2013
"North Dakota","75.to.84.years",5994,2013
"North Dakota","85.years.and.over",5859,2013
"Ohio","total",1548950,2013
"Ohio","15.to.24.years",170201,2013
"Ohio","25.to.34.years",390502,2013
"Ohio","35.to.44.years",287720,2013
"Ohio","45.to.54.years",266635,2013
"Ohio","55.to.59.years",115445,2013
"Ohio","60.to.64.years",89218,2013
"Ohio","65.to.74.years",111304,2013
"Ohio","75.to.84.years",69916,2013
"Ohio","85.years.and.over",48009,2013
"Oklahoma","total",498737,2013
"Oklahoma","15.to.24.years",71333,2013
"Oklahoma","25.to.34.years",133941,2013
"Oklahoma","35.to.44.years",96836,2013
"Oklahoma","45.to.54.years",76395,2013
"Oklahoma","55.to.59.years",33225,2013
"Oklahoma","60.to.64.years",24987,2013
"Oklahoma","65.to.74.years",33049,2013
"Oklahoma","75.to.84.years",17769,2013
"Oklahoma","85.years.and.over",11202,2013
"Oregon","total",596869,2013
"Oregon","15.to.24.years",60938,2013
"Oregon","25.to.34.years",161016,2013
"Oregon","35.to.44.years",115867,2013
"Oregon","45.to.54.years",94505,2013
"Oregon","55.to.59.years",43733,2013
"Oregon","60.to.64.years",36369,2013
"Oregon","65.to.74.years",39794,2013
"Oregon","75.to.84.years",23769,2013
"Oregon","85.years.and.over",20878,2013
"Pennsylvania","total",1533724,2013
"Pennsylvania","15.to.24.years",132256,2013
"Pennsylvania","25.to.34.years",383779,2013
"Pennsylvania","35.to.44.years",275208,2013
"Pennsylvania","45.to.54.years",249751,2013
"Pennsylvania","55.to.59.years",113144,2013
"Pennsylvania","60.to.64.years",86839,2013
"Pennsylvania","65.to.74.years",125499,2013
"Pennsylvania","75.to.84.years",97574,2013
"Pennsylvania","85.years.and.over",69674,2013
"Rhode Island","total",160957,2013
"Rhode Island","15.to.24.years",11756,2013
"Rhode Island","25.to.34.years",40604,2013
"Rhode Island","35.to.44.years",30451,2013
"Rhode Island","45.to.54.years",28887,2013
"Rhode Island","55.to.59.years",12607,2013
"Rhode Island","60.to.64.years",8272,2013
"Rhode Island","65.to.74.years",14042,2013
"Rhode Island","75.to.84.years",7270,2013
"Rhode Island","85.years.and.over",7068,2013
"South Carolina","total",571375,2013
"South Carolina","15.to.24.years",66660,2013
"South Carolina","25.to.34.years",148486,2013
"South Carolina","35.to.44.years",115612,2013
"South Carolina","45.to.54.years",102316,2013
"South Carolina","55.to.59.years",40211,2013
"South Carolina","60.to.64.years",28491,2013
"South Carolina","65.to.74.years",39060,2013
"South Carolina","75.to.84.years",19772,2013
"South Carolina","85.years.and.over",10767,2013
"South Dakota","total",108597,2013
"South Dakota","15.to.24.years",18012,2013
"South Dakota","25.to.34.years",27508,2013
"South Dakota","35.to.44.years",16247,2013
"South Dakota","45.to.54.years",16061,2013
"South Dakota","55.to.59.years",6651,2013
"South Dakota","60.to.64.years",5334,2013
"South Dakota","65.to.74.years",7243,2013
"South Dakota","75.to.84.years",6480,2013
"South Dakota","85.years.and.over",5061,2013
"Tennessee","total",837273,2013
"Tennessee","15.to.24.years",88399,2013
"Tennessee","25.to.34.years",228014,2013
"Tennessee","35.to.44.years",167550,2013
"Tennessee","45.to.54.years",136385,2013
"Tennessee","55.to.59.years",62712,2013
"Tennessee","60.to.64.years",48988,2013
"Tennessee","65.to.74.years",59619,2013
"Tennessee","75.to.84.years",30327,2013
"Tennessee","85.years.and.over",15279,2013
"Texas","total",3476536,2013
"Texas","15.to.24.years",400770,2013
"Texas","25.to.34.years",1033413,2013
"Texas","35.to.44.years",760914,2013
"Texas","45.to.54.years",554046,2013
"Texas","55.to.59.years",218149,2013
"Texas","60.to.64.years",157166,2013
"Texas","65.to.74.years",187382,2013
"Texas","75.to.84.years",106467,2013
"Texas","85.years.and.over",58229,2013
"Utah","total",276903,2013
"Utah","15.to.24.years",44313,2013
"Utah","25.to.34.years",89137,2013
"Utah","35.to.44.years",57371,2013
"Utah","45.to.54.years",35066,2013
"Utah","55.to.59.years",14218,2013
"Utah","60.to.64.years",11575,2013
"Utah","65.to.74.years",13215,2013
"Utah","75.to.84.years",7153,2013
"Utah","85.years.and.over",4855,2013
"Vermont","total",73443,2013
"Vermont","15.to.24.years",8874,2013
"Vermont","25.to.34.years",18889,2013
"Vermont","35.to.44.years",11578,2013
"Vermont","45.to.54.years",12287,2013
"Vermont","55.to.59.years",4277,2013
"Vermont","60.to.64.years",4510,2013
"Vermont","65.to.74.years",6087,2013
"Vermont","75.to.84.years",4893,2013
"Vermont","85.years.and.over",2048,2013
"Virginia","total",1050671,2013
"Virginia","15.to.24.years",98204,2013
"Virginia","25.to.34.years",300395,2013
"Virginia","35.to.44.years",221373,2013
"Virginia","45.to.54.years",182068,2013
"Virginia","55.to.59.years",69278,2013
"Virginia","60.to.64.years",56224,2013
"Virginia","65.to.74.years",62549,2013
"Virginia","75.to.84.years",36288,2013
"Virginia","85.years.and.over",24292,2013
"Washington","total",1006529,2013
"Washington","15.to.24.years",98953,2013
"Washington","25.to.34.years",292850,2013
"Washington","35.to.44.years",206809,2013
"Washington","45.to.54.years",152899,2013
"Washington","55.to.59.years",66429,2013
"Washington","60.to.64.years",55741,2013
"Washington","65.to.74.years",65548,2013
"Washington","75.to.84.years",38360,2013
"Washington","85.years.and.over",28940,2013
"West Virginia","total",204387,2013
"West Virginia","15.to.24.years",23347,2013
"West Virginia","25.to.34.years",47421,2013
"West Virginia","35.to.44.years",40974,2013
"West Virginia","45.to.54.years",32327,2013
"West Virginia","55.to.59.years",17726,2013
"West Virginia","60.to.64.years",14012,2013
"West Virginia","65.to.74.years",16519,2013
"West Virginia","75.to.84.years",8339,2013
"West Virginia","85.years.and.over",3722,2013
"Wisconsin","total",751498,2013
"Wisconsin","15.to.24.years",93813,2013
"Wisconsin","25.to.34.years",195939,2013
"Wisconsin","35.to.44.years",127277,2013
"Wisconsin","45.to.54.years",116982,2013
"Wisconsin","55.to.59.years",49440,2013
"Wisconsin","60.to.64.years",38776,2013
"Wisconsin","65.to.74.years",56213,2013
"Wisconsin","75.to.84.years",40259,2013
"Wisconsin","85.years.and.over",32799,2013
"Wyoming","total",69304,2013
"Wyoming","15.to.24.years",12315,2013
"Wyoming","25.to.34.years",20336,2013
"Wyoming","35.to.44.years",11403,2013
"Wyoming","45.to.54.years",10763,2013
"Wyoming","55.to.59.years",3844,2013
"Wyoming","60.to.64.years",2574,2013
"Wyoming","65.to.74.years",4374,2013
"Wyoming","75.to.84.years",1900,2013
"Wyoming","85.years.and.over",1795,2013
"Puerto Rico","total",388347,2013
"Puerto Rico","15.to.24.years",27930,2013
"Puerto Rico","25.to.34.years",87826,2013
"Puerto Rico","35.to.44.years",77944,2013
"Puerto Rico","45.to.54.years",70977,2013
"Puerto Rico","55.to.59.years",27987,2013
"Puerto Rico","60.to.64.years",28302,2013
"Puerto Rico","65.to.74.years",41594,2013
"Puerto Rico","75.to.84.years",19560,2013
"Puerto Rico","85.years.and.over",6227,2013
"Alabama","total",595137,2014
"Alabama","15.to.24.years",61336,2014
"Alabama","25.to.34.years",153705,2014
"Alabama","35.to.44.years",124969,2014
"Alabama","45.to.54.years",98888,2014
"Alabama","55.to.59.years",44013,2014
"Alabama","60.to.64.years",33263,2014
"Alabama","65.to.74.years",45276,2014
"Alabama","75.to.84.years",22728,2014
"Alabama","85.years.and.over",10959,2014
"Alaska","total",93653,2014
"Alaska","15.to.24.years",14879,2014
"Alaska","25.to.34.years",26581,2014
"Alaska","35.to.44.years",17230,2014
"Alaska","45.to.54.years",15102,2014
"Alaska","55.to.59.years",7683,2014
"Alaska","60.to.64.years",5007,2014
"Alaska","65.to.74.years",3994,2014
"Alaska","75.to.84.years",1932,2014
"Alaska","85.years.and.over",1245,2014
"Arizona","total",943886,2014
"Arizona","15.to.24.years",100673,2014
"Arizona","25.to.34.years",236073,2014
"Arizona","35.to.44.years",206282,2014
"Arizona","45.to.54.years",159895,2014
"Arizona","55.to.59.years",62724,2014
"Arizona","60.to.64.years",54053,2014
"Arizona","65.to.74.years",66720,2014
"Arizona","75.to.84.years",36429,2014
"Arizona","85.years.and.over",21037,2014
"Arkansas","total",386970,2014
"Arkansas","15.to.24.years",49279,2014
"Arkansas","25.to.34.years",93033,2014
"Arkansas","35.to.44.years",82319,2014
"Arkansas","45.to.54.years",65107,2014
"Arkansas","55.to.59.years",26044,2014
"Arkansas","60.to.64.years",20339,2014
"Arkansas","65.to.74.years",27741,2014
"Arkansas","75.to.84.years",15907,2014
"Arkansas","85.years.and.over",7201,2014
"California","total",5902960,2014
"California","15.to.24.years",363855,2014
"California","25.to.34.years",1492041,2014
"California","35.to.44.years",1379887,2014
"California","45.to.54.years",1125269,2014
"California","55.to.59.years",425033,2014
"California","60.to.64.years",349237,2014
"California","65.to.74.years",423259,2014
"California","75.to.84.years",217523,2014
"California","85.years.and.over",126856,2014
"Colorado","total",737059,2014
"Colorado","15.to.24.years",88305,2014
"Colorado","25.to.34.years",220599,2014
"Colorado","35.to.44.years",148407,2014
"Colorado","45.to.54.years",111650,2014
"Colorado","55.to.59.years",44318,2014
"Colorado","60.to.64.years",38880,2014
"Colorado","65.to.74.years",42599,2014
"Colorado","75.to.84.years",25496,2014
"Colorado","85.years.and.over",16805,2014
"Connecticut","total",455778,2014
"Connecticut","15.to.24.years",28956,2014
"Connecticut","25.to.34.years",106420,2014
"Connecticut","35.to.44.years",89769,2014
"Connecticut","45.to.54.years",84695,2014
"Connecticut","55.to.59.years",38045,2014
"Connecticut","60.to.64.years",26821,2014
"Connecticut","65.to.74.years",35867,2014
"Connecticut","75.to.84.years",26690,2014
"Connecticut","85.years.and.over",18515,2014
"Delaware","total",103935,2014
"Delaware","15.to.24.years",7077,2014
"Delaware","25.to.34.years",28784,2014
"Delaware","35.to.44.years",22092,2014
"Delaware","45.to.54.years",18826,2014
"Delaware","55.to.59.years",8379,2014
"Delaware","60.to.64.years",4799,2014
"Delaware","65.to.74.years",7886,2014
"Delaware","75.to.84.years",3758,2014
"Delaware","85.years.and.over",2334,2014
"District of Columbia","total",164886,2014
"District of Columbia","15.to.24.years",11188,2014
"District of Columbia","25.to.34.years",58392,2014
"District of Columbia","35.to.44.years",31450,2014
"District of Columbia","45.to.54.years",23772,2014
"District of Columbia","55.to.59.years",12342,2014
"District of Columbia","60.to.64.years",9703,2014
"District of Columbia","65.to.74.years",10389,2014
"District of Columbia","75.to.84.years",5080,2014
"District of Columbia","85.years.and.over",2570,2014
"Florida","total",2634225,2014
"Florida","15.to.24.years",194581,2014
"Florida","25.to.34.years",627509,2014
"Florida","35.to.44.years",579660,2014
"Florida","45.to.54.years",492044,2014
"Florida","55.to.59.years",188495,2014
"Florida","60.to.64.years",153258,2014
"Florida","65.to.74.years",220839,2014
"Florida","75.to.84.years",108784,2014
"Florida","85.years.and.over",69055,2014
"Georgia","total",1354968,2014
"Georgia","15.to.24.years",120627,2014
"Georgia","25.to.34.years",379951,2014
"Georgia","35.to.44.years",293958,2014
"Georgia","45.to.54.years",240399,2014
"Georgia","55.to.59.years",92397,2014
"Georgia","60.to.64.years",74759,2014
"Georgia","65.to.74.years",90533,2014
"Georgia","75.to.84.years",41605,2014
"Georgia","85.years.and.over",20739,2014
"Hawaii","total",195394,2014
"Hawaii","15.to.24.years",12593,2014
"Hawaii","25.to.34.years",52556,2014
"Hawaii","35.to.44.years",41724,2014
